filename,psnr,ssim,mse
0901x2.png,42.47612,0.96647006,0.00013933388
0902x2.png,34.43267,0.9585502,0.00045756073
0903x2.png,36.299942,0.9559683,0.00029200246
0904x2.png,47.0388,0.9894837,2.5204925e-05
0905x2.png,28.84851,0.9048517,0.0014901357
0906x2.png,31.271652,0.906411,0.00080159865
0907x2.png,36.648487,0.939312,0.00043089397
0908x2.png,36.636475,0.9555215,0.00021963491
0909x2.png,38.22528,0.97690266,0.00019501218
0910x2.png,30.364386,0.9191453,0.0011008247
0911x2.png,42.239704,0.9602304,6.624783e-05
0912x2.png,41.77536,0.9705395,0.00012875888
0913x2.png,27.970804,0.9125673,0.0018168661
0914x2.png,30.3855,0.9022005,0.0011419526
0915x2.png,30.12102,0.9259494,0.0011240452
0916x2.png,36.355755,0.91392034,0.0006238956
0917x2.png,31.286407,0.9351595,0.0011668855
0918x2.png,45.345886,0.98199606,0.00011664493
0919x2.png,29.35489,0.8979377,0.0019085119
0920x2.png,35.540115,0.93961716,0.0005796678
0921x2.png,36.105045,0.9658601,0.00028695454
0922x2.png,33.288494,0.8809528,0.00054941495
0923x2.png,36.316807,0.94520146,0.0007646068
0924x2.png,31.094742,0.9327366,0.0019737792
0925x2.png,33.97227,0.9192423,0.00044633262
0926x2.png,34.959152,0.97120214,0.00034231608
0927x2.png,54.25268,0.99699944,3.837329e-06
0928x2.png,32.83668,0.9046984,0.00059839507
0929x2.png,39.584866,0.9454889,0.0006062383
0930x2.png,41.485107,0.9680336,0.00018641258
0931x2.png,37.85113,0.95033616,0.0004804139
0932x2.png,37.74715,0.9708465,0.00019412796
0933x2.png,44.205734,0.9779832,0.00012565486
0934x2.png,37.287296,0.9718058,0.00021358412
0935x2.png,32.008312,0.9021724,0.0010990086
0936x2.png,43.30364,0.94898945,0.00028998192
0937x2.png,42.251453,0.9807718,0.000120141165
0938x2.png,37.543076,0.96904874,0.00029274818
0939x2.png,36.482067,0.96351284,0.0002477503
0940x2.png,41.73703,0.98808795,0.000103558465
0941x2.png,30.124111,0.91158307,0.0013592484
0942x2.png,37.990147,0.97297925,0.00018993118
0943x2.png,32.817307,0.94816333,0.0005577645
0944x2.png,42.42113,0.9400328,0.0006170586
0945x2.png,29.603872,0.8802798,0.001327537
0946x2.png,39.093716,0.9745374,0.00012818768
0947x2.png,33.139606,0.89080125,0.0007886817
0948x2.png,37.15565,0.96153903,0.000388038
0949x2.png,39.030964,0.9140486,0.0008175314
0950x2.png,45.63206,0.9934748,3.292794e-05
0951x2.png,33.22566,0.92488843,0.0005609553
0952x2.png,36.346455,0.9504418,0.0003737209
0953x2.png,46.581024,0.95137686,0.00017315215
0954x2.png,30.918417,0.9345235,0.00092040055
0955x2.png,33.13387,0.9598655,0.000595599
0956x2.png,34.980827,0.9365349,0.00048064895
0957x2.png,34.163162,0.95979697,0.0004906424
0958x2.png,24.803797,0.9084885,0.0033910738
0959x2.png,41.037224,0.9369223,0.0006083976
0960x2.png,32.6806,0.8966495,0.00056469947
0961x2.png,45.59238,0.97980577,6.0502625e-05
0962x2.png,35.65724,0.92690253,0.0007755179
0963x2.png,40.83756,0.95416945,0.00016328995
0964x2.png,37.96556,0.9207186,0.00077402993
0965x2.png,30.71614,0.88621455,0.0009584844
0966x2.png,30.282087,0.9145679,0.0010170502
0967x2.png,47.330196,0.9925964,3.39955e-05
0968x2.png,30.342012,0.9119885,0.0015222766
0969x2.png,33.496212,0.95335406,0.00049373833
0970x2.png,41.04547,0.97328466,0.00012485747
0971x2.png,31.885004,0.89727634,0.0007444813
0972x2.png,32.792286,0.84566194,0.0011317894
0973x2.png,31.398056,0.90295315,0.00084120285
0974x2.png,35.299587,0.92730886,0.00042038097
0975x2.png,32.80718,0.9281535,0.0005403001
0976x2.png,40.61417,0.97882134,0.00012144501
0977x2.png,28.167456,0.89664537,0.0017079947
0978x2.png,32.823326,0.94959325,0.001979678
0979x2.png,39.224773,0.9578522,0.0001938971
0980x2.png,28.650457,0.85458475,0.0014117789
0981x2.png,33.951412,0.9578231,0.00053116196
0982x2.png,34.065434,0.9403186,0.0005247569
0983x2.png,39.002613,0.97591543,0.0003202043
0984x2.png,35.631046,0.94886446,0.00027423986
0985x2.png,32.620487,0.91738963,0.00066415966
0986x2.png,40.902424,0.9761276,0.00016746768
0987x2.png,32.125645,0.94005305,0.0007185899
0988x2.png,36.99333,0.95274764,0.00022713486
0989x2.png,43.470917,0.9901564,0.00011449028
0990x2.png,32.65507,0.92634565,0.0009933318
0991x2.png,26.722664,0.92336696,0.002603309
0992x2.png,30.035744,0.89351225,0.0012289827
0993x2.png,30.481268,0.9644022,0.00089989003
0994x2.png,25.951208,0.883274,0.002554476
0995x2.png,26.787642,0.86315745,0.0023788207
0996x2.png,44.35829,0.9889228,4.7282872e-05
0997x2.png,31.037888,0.8464863,0.0013461768
0998x2.png,34.31881,0.95384115,0.00091741973
0999x2.png,36.97767,0.9820505,0.00037495428
1000x2.png,34.67892,0.9058824,0.00039786278
