index,filename,psnr_y,ssim_y,msssim_y,mse_y
0,0801.png#patch0000,42.65920639038086,0.9797609448432922,0.9960559606552124,5.420994421001524e-05
1,0801.png#patch0001,42.04472351074219,0.9763228893280029,0.9955829381942749,6.244923861231655e-05
2,0801.png#patch0002,42.67498016357422,0.9811561703681946,0.9962494373321533,5.401344606070779e-05
3,0801.png#patch0003,31.54065704345703,0.9530901312828064,0.9920195937156677,0.0007013490539975464
4,0801.png#patch0004,44.25849533081055,0.9841329455375671,0.9975981712341309,3.751025360543281e-05
5,0801.png#patch0005,45.431922912597656,0.9845173954963684,0.997531533241272,2.8629090593312867e-05
6,0801.png#patch0006,43.6993522644043,0.9837919473648071,0.9971722364425659,4.2664305510697886e-05
7,0801.png#patch0007,33.53998565673828,0.9090964198112488,0.9818889498710632,0.0004425897786859423
8,0801.png#patch0008,35.54112243652344,0.9422867298126221,0.9888108372688293,0.0002791820152197033
9,0801.png#patch0009,37.70355987548828,0.9655517339706421,0.9938348531723022,0.00016968506679404527
10,0801.png#patch0010,31.1015567779541,0.8775527477264404,0.9762353897094727,0.0007759687723591924
11,0801.png#patch0011,42.26353073120117,0.9808223843574524,0.9966046810150146,5.93809163547121e-05
12,0801.png#patch0012,42.2913932800293,0.9818153381347656,0.9969173669815063,5.90011513850186e-05
13,0801.png#patch0013,38.17726135253906,0.9688677191734314,0.9937415719032288,0.00015215053281281143
14,0801.png#patch0014,28.085851669311523,0.770023763179779,0.9493770003318787,0.0015538700390607119
15,0801.png#patch0015,30.188114166259766,0.8150944113731384,0.9597792029380798,0.0009576096781529486
16,0801.png#patch0016,32.027706146240234,0.897700309753418,0.9791514873504639,0.0006269445875659585
17,0801.png#patch0017,34.49113082885742,0.9206184148788452,0.9840425252914429,0.0003555387374944985
18,0801.png#patch0018,33.59221649169922,0.9077560305595398,0.9823154807090759,0.0004372989060357213
19,0801.png#patch0019,34.15598678588867,0.930381715297699,0.9859782457351685,0.00038406183011829853
20,0801.png#patch0020,30.34505844116211,0.8739200234413147,0.9744980931282043,0.000923621526453644
21,0801.png#patch0021,27.518648147583008,0.6751618385314941,0.9179214239120483,0.001770659233443439
22,0801.png#patch0022,27.12575912475586,0.6918308734893799,0.9327741265296936,0.0019383126636967063
