epoch,steps_completed,steps_total,duration_s,ms_per_step,loss,psnr,val_loss,val_psnr
1.0,4320.0,4320.0,2320.0,537.0,0.0072,41.7104,,
2.0,4320.0,4320.0,2276.0,527.0,0.006,43.2541,,
3.0,4320.0,4320.0,2274.0,526.0,0.005,44.859,,
4.0,4320.0,4320.0,2638.0,611.0,0.0049,45.0412,0.0043,46.6141
5.0,4320.0,4320.0,2276.0,527.0,0.0047,45.3488,,
6.0,4320.0,4320.0,2276.0,527.0,0.0045,45.6301,,
7.0,4320.0,4320.0,2278.0,527.0,0.0045,45.6929,,
8.0,4320.0,4320.0,2636.0,610.0,0.0045,45.8217,0.0041,46.9358
9.0,4320.0,4320.0,2275.0,527.0,0.0044,45.951,,
10.0,4320.0,4320.0,2276.0,527.0,0.0043,45.9435,,
11.0,4320.0,4320.0,2275.0,527.0,0.0043,46.1981,,
12.0,4320.0,4320.0,2554.0,591.0,0.0042,46.214,0.0039,47.4678
13.0,4320.0,4320.0,2197.0,509.0,0.0043,46.1559,,
14.0,4320.0,4320.0,2198.0,509.0,0.0042,46.1999,,
15.0,4320.0,4320.0,2198.0,509.0,0.0042,46.2853,,
16.0,4320.0,4320.0,2548.0,590.0,0.0043,46.2556,0.004,47.4125
17.0,4320.0,4320.0,2200.0,509.0,0.0042,46.403,,
18.0,4320.0,4320.0,2200.0,509.0,0.0042,46.3552,,
