epoch,steps_completed,steps_total,duration_s,ms_per_step,loss,psnr,val_loss,val_psnr
1,720,720,567.1243462562561,787.6727031336891,0.0183,33.7747,0.0155,35.8795
2,720,720,525.2544753551483,729.5201046599282,0.0169,34.3742,0.0151,36.2115
3,720,720,524.9184546470642,729.0534092320336,0.0161,34.9250,0.0149,36.2261
4,720,720,526.4215438365936,731.1410331063801,0.0167,34.6669,0.0147,36.4415
5,720,720,523.9986131191254,727.7758515543408,0.0163,34.7651,0.0146,36.4955
6,720,720,519.4742209911346,721.4919735987982,0.0161,34.8981,0.0146,36.5058
7,720,720,524.383002281189,728.3097253905403,0.0162,34.8837,0.0145,36.5701
8,720,720,519.6667585372925,721.7593868573507,0.0162,34.9175,0.0146,36.5118
9,720,720,524.2332439422607,728.1017276975844,0.0157,35.0483,0.0143,36.6599
10,720,720,519.7029225826263,721.8096146980921,0.0160,34.9037,0.0144,36.6387
11,720,720,525.1302447319031,729.3475621276432,0.0157,35.1804,0.0143,36.6953
12,720,720,524.0788450241089,727.8872847557068,0.0155,35.1833,0.0143,36.6879
13,720,720,522.2885582447052,725.4007753398683,0.0158,35.0598,0.0142,36.7473
14,720,720,523.4271059036255,726.9820915328132,0.0158,35.0875,0.0142,36.7408
15,720,720,520.954253911972,723.547574877739,0.0157,35.2108,0.0142,36.7118
16,720,720,523.5287761688232,727.1233002344767,0.0160,35.1684,0.0142,36.7728
17,720,720,523.827376127243,727.5380223989487,0.0155,35.2665,0.0142,36.7424
18,720,720,523.778254032135,727.4697972668541,0.0158,35.1167,0.0141,36.7741
19,720,720,520.5375881195068,722.968872388204,0.0157,35.1582,0.0142,36.7264
20,720,720,524.3202359676361,728.2225499550501,0.0158,34.9637,0.0141,36.8092
21,720,720,521.4427909851074,724.226098590427,0.0156,35.1976,0.0141,36.8186
22,720,720,521.8067264556885,724.7315645217896,0.0156,35.2551,0.0141,36.8288
23,720,720,521.836982011795,724.7735861274931,0.0155,35.3740,0.0142,36.8031
24,720,720,521.3687028884888,724.1231984562344,0.0152,35.3786,0.0141,36.7908
25,720,720,523.584582567215,727.2008091211319,0.0158,35.1699,0.0140,36.8142
26,720,720,520.6363427639008,723.1060316165289,0.0153,35.3515,0.0140,36.8846
27,720,720,523.990382194519,727.7644197146097,0.0151,35.4073,0.0140,36.9052
28,720,720,521.5694513320923,724.4020157390171,0.0156,35.1929,0.0141,36.8390
29,720,720,521.7085990905762,724.5952765146891,0.0152,35.5721,0.0140,36.8889
30,720,720,524.0796942710876,727.8884642653995,0.0154,35.2476,0.0139,36.9561
