epoch,duration_s,ms_per_step,steps_per_epoch
0,567.1243462562561,787.6727031336891,720
1,525.2544753551483,729.5201046599282,720
2,524.9184546470642,729.0534092320336,720
3,526.4215438365936,731.1410331063801,720
4,523.9986131191254,727.7758515543408,720
5,519.4742209911346,721.4919735987982,720
6,524.383002281189,728.3097253905403,720
7,519.6667585372925,721.7593868573507,720
8,524.2332439422607,728.1017276975844,720
9,519.7029225826263,721.8096146980921,720
10,525.1302447319031,729.3475621276432,720
11,524.0788450241089,727.8872847557068,720
12,522.2885582447052,725.4007753398683,720
13,523.4271059036255,726.9820915328132,720
14,520.954253911972,723.547574877739,720
15,523.5287761688232,727.1233002344767,720
16,523.827376127243,727.5380223989487,720
17,523.778254032135,727.4697972668541,720
18,520.5375881195068,722.968872388204,720
19,524.3202359676361,728.2225499550501,720
20,521.4427909851074,724.226098590427,720
21,521.8067264556885,724.7315645217896,720
22,521.836982011795,724.7735861274931,720
23,521.3687028884888,724.1231984562344,720
24,523.584582567215,727.2008091211319,720
25,520.6363427639008,723.1060316165289,720
26,523.990382194519,727.7644197146097,720
27,521.5694513320923,724.4020157390171,720
28,521.7085990905762,724.5952765146891,720
29,524.0796942710876,727.8884642653995,720
30,522.3764936923981,725.5229079061085,720
31,521.7737538814545,724.6857692797979,720
32,522.4167845249176,725.5788673957189,720
33,522.4858553409576,725.6747990846634,720
34,524.4060649871826,728.3417569266426,720
35,522.3786160945892,725.5258556869295,720
36,524.2488198280334,728.1233608722687,720
37,521.7985503673553,724.7202088435491,720
38,524.651157617569,728.6821633577347,720
39,521.5855054855347,724.4243131743538,720
40,521.4237859249115,724.1997026734882,720
41,521.7171988487244,724.6072206232283,720
42,521.6851930618286,724.5627681414286,720
43,524.2761332988739,728.161296248436,720
44,522.716150522232,725.9946535031,720
45,523.4573423862457,727.0240866475635,720
46,522.9254925251007,726.2854062848621,720
47,521.8909978866577,724.8486081759135,720
48,522.2449638843536,725.3402276171578,720
49,523.6585986614227,727.303609251976,720
50,521.9997375011444,724.9996354182562,720
51,523.186280965805,726.647612452507,720
52,523.9328751564026,727.6845488283369,720
53,521.4883308410645,724.2893483903673,720
54,521.3760025501251,724.1333368751738,720
55,524.2259349822998,728.0915763643053,720
56,524.11265873909,727.934248248736,720
57,522.035715341568,725.0496046410667,720
58,523.1000716686249,726.5278773175346,720
59,521.7528927326202,724.6567954619726,720
60,521.7919869422913,724.7110929754045,720
61,522.4139840602875,725.5749778615104,720
62,524.5290858745575,728.5126192702187,720
63,524.8042688369751,728.8948178291321,720
64,522.0681462287903,725.0946475399865,720
65,521.6975455284119,724.5799243450165,720
66,521.9228043556213,724.8927838272518,720
67,522.2223627567291,725.3088371621238,720
68,522.0687890052795,725.0955402851105,720
69,526.8778297901154,731.7747635973824,720
70,523.5280120372772,727.1222389406628,720
71,525.649177312851,730.0683018234041,720
72,526.4116139411926,731.1272415849897,720
73,524.3070116043091,728.2041827837626,720
74,522.3632128238678,725.5044622553719,720
75,520.8244245052338,723.3672562572691,720
76,521.2665319442749,723.9812943670485,720
77,520.6897256374359,723.1801744964388,720
78,523.1008758544922,726.5289942423502,720
79,520.574718952179,723.0204429891375,720
80,520.98827958107,723.594832751486,720
81,523.1441550254822,726.5891042020586,720
