Wall time,Step,loss,psnr
1764246513.7478225,0,0.018346315249800682,33.774723052978516
1764247039.0075848,1,0.016941115260124207,34.374244689941406
1764247563.9288688,2,0.01614976115524769,34.92495346069336
1764248090.3539147,3,0.016694942489266396,34.66686248779297
1764248614.3571508,4,0.016269607469439507,34.76512145996094
1764249133.8354442,5,0.016062214970588684,34.89813995361328
1764249658.221709,6,0.016152238473296165,34.88371658325195
1764250177.8919597,7,0.016216034069657326,34.91746139526367
1764250702.12877,8,0.015736453235149384,35.04834747314453
1764251221.834466,9,0.01596853695809841,34.903682708740234
1764251746.967595,10,0.0157428290694952,35.180423736572266
1764252271.0499294,11,0.015526211820542812,35.18327713012695
1764252793.3415852,12,0.01575552299618721,35.05977249145508
1764253316.7721653,13,0.01577644981443882,35.087486267089844
1764253837.730005,14,0.015651050955057144,35.21083068847656
1764254361.261532,15,0.015962321311235428,35.16837692260742
1764254885.0918562,16,0.015543273650109768,35.26646423339844
1764255408.872893,17,0.01577010378241539,35.11665725708008
1764255929.4131997,18,0.015749165788292885,35.158241271972656
1764256453.737013,19,0.015773041173815727,34.9637336730957
1764256975.1826887,20,0.015576238743960857,35.197608947753906
1764257496.992814,21,0.015582451596856117,35.25509262084961
1764258018.833188,22,0.01546840276569128,35.37397766113281
1764258540.206854,23,0.015187814831733704,35.37864303588867
1764259063.7951798,24,0.015792451798915863,35.169883728027344
1764259584.4343767,25,0.015295351855456829,35.35147476196289
1764260108.4283838,26,0.015095734037458897,35.407325744628906
1764260630.000594,27,0.015584726817905903,35.192893981933594
1764261151.7128332,28,0.01522045861929655,35.572105407714844
1764261675.7961009,29,0.01544189639389515,35.247562408447266
1764262198.1767488,30,0.015579460188746452,35.264034271240234
1764262719.9532235,31,0.015088489279150963,35.54184341430664
1764263242.3736172,32,0.015366085804998875,35.37221908569336
1764263764.8629797,33,0.01548332255333662,35.29071044921875
1764264289.2719488,34,0.015530732460319996,35.204166412353516
1764264811.6546361,35,0.01561193447560072,35.14823913574219
1764265335.9064374,36,0.015360674820840359,35.39654541015625
1764265857.7085867,37,0.015445088036358356,35.30486297607422
1764266382.3626103,38,0.015127905644476414,35.51987838745117
1764266903.9542606,39,0.015303968451917171,35.47213363647461
1764267425.381641,40,0.015407036058604717,35.35141372680664
1764267947.1024961,41,0.015382332727313042,35.39849090576172
1764268468.7912967,42,0.015200094319880009,35.49909210205078
1764268993.070372,43,0.01502569206058979,35.40614318847656
1764269515.7901018,44,0.015292465686798096,35.40724182128906
1764270039.252028,45,0.01539512351155281,35.31126403808594
1764270562.1815152,46,0.015166920609772205,35.54996871948242
1764271084.0754433,47,0.015141059644520283,35.542076110839844
1764271606.3239713,48,0.014996225014328957,35.49542999267578
1764272129.985297,49,0.015221809037029743,35.49811553955078
1764272651.9878278,50,0.015185204334557056,35.484764099121094
1764273175.1776605,51,0.015005496330559254,35.56851577758789
1764273699.1133647,52,0.015405451878905296,35.333106994628906
1764274220.6053183,53,0.015425453893840313,35.34986114501953
1764274741.9848125,54,0.014875260181725025,35.65996551513672
1764275266.2173297,55,0.015026927925646305,35.58097839355469
1764275790.333565,56,0.015022477135062218,35.551456451416016
1764276312.372756,57,0.015278329141438007,35.289066314697266
1764276835.476557,58,0.015074994415044785,35.54143524169922
1764277357.2329912,59,0.015136229805648327,35.47621154785156
1764277879.0310214,60,0.015103080309927464,35.404380798339844
1764278401.4479468,61,0.015149936079978943,35.334556579589844
1764278925.9798255,62,0.015048458240926266,35.52706527709961
1764279450.7874815,63,0.015242297202348709,35.52560043334961
1764279972.8601925,64,0.015304074622690678,35.319515228271484
1764280494.5613015,65,0.014837713912129402,35.78521728515625
1764281016.4876413,66,0.015167715027928352,35.32616424560547
1764281538.713471,67,0.015186402015388012,35.50680923461914
1764282060.7850404,68,0.015248503535985947,35.51370620727539
1764282587.6664817,69,0.01563100330531597,35.10467529296875
1764283111.1978683,70,0.014880682341754436,35.69800567626953
1764283636.8520544,71,0.015086795203387737,35.52232360839844
1764284163.2662861,72,0.014895536005496979,35.61298370361328
1764284687.5788505,73,0.01518318522721529,35.53379440307617
1764285209.9457097,74,0.01466641016304493,35.78302001953125
1764285730.7735627,75,0.015113279223442078,35.476200103759766
1764286252.0437186,76,0.01500675454735756,35.60636520385742
1764286772.7393992,77,0.015343459323048592,35.45252227783203
1764287295.8439958,78,0.015050561167299747,35.52153778076172
1764287816.4221303,79,0.014988144859671593,35.59175109863281
1764288337.4149241,80,0.015063672326505184,35.47688674926758
1764288860.5626402,81,0.014974316582083702,35.45005798339844
