filename,psnr,ssim,mse
0901x2.png,42.491196,0.9664593,0.00013898991
0902x2.png,34.36256,0.9584635,0.00046098777
0903x2.png,36.279613,0.9559265,0.0002936122
0904x2.png,47.17037,0.98992324,2.4162833e-05
0905x2.png,28.826118,0.9047253,0.0015037503
0906x2.png,31.218111,0.905633,0.0008116085
0907x2.png,36.62299,0.93871206,0.00043599925
0908x2.png,36.607365,0.955558,0.00022111561
0909x2.png,38.214462,0.97674155,0.00019493369
0910x2.png,30.340675,0.9181799,0.0011128288
0911x2.png,42.185234,0.9597179,6.721256e-05
0912x2.png,41.729076,0.97064453,0.00012922018
0913x2.png,27.80979,0.9099672,0.0018818695
0914x2.png,30.288168,0.90132636,0.0011633015
0915x2.png,30.004553,0.924145,0.0011579185
0916x2.png,36.48532,0.9142556,0.00062491547
0917x2.png,31.111961,0.93237424,0.0012091709
0918x2.png,45.249767,0.98148936,0.00012259536
0919x2.png,29.37462,0.8970862,0.0019343306
0920x2.png,35.491364,0.9383462,0.000592596
0921x2.png,36.062206,0.9656727,0.00029006597
0922x2.png,33.310345,0.8819005,0.0005456536
0923x2.png,36.396973,0.94494766,0.0007698666
0924x2.png,30.980848,0.9290319,0.0020961969
0925x2.png,33.935833,0.9190597,0.0004493485
0926x2.png,34.98105,0.97101516,0.00034251498
0927x2.png,54.270935,0.9969967,3.8243556e-06
0928x2.png,32.807858,0.9040766,0.0006037807
0929x2.png,39.599606,0.9442474,0.00062205264
0930x2.png,41.571922,0.96773165,0.00018819411
0931x2.png,37.774548,0.9500308,0.0004839851
0932x2.png,37.68113,0.9704655,0.0001971764
0933x2.png,44.262955,0.9778266,0.00012584108
0934x2.png,37.271217,0.97164875,0.00021383149
0935x2.png,32.035305,0.90164065,0.0011162073
0936x2.png,43.630386,0.9486048,0.00029281876
0937x2.png,42.101353,0.9802858,0.000122172
0938x2.png,37.405132,0.96886843,0.00030087106
0939x2.png,36.395153,0.96310526,0.00025175614
0940x2.png,41.72561,0.9879115,0.00010543974
0941x2.png,30.11812,0.91106373,0.001377562
0942x2.png,37.84862,0.97269887,0.00019494281
0943x2.png,32.71911,0.9476724,0.0005691882
0944x2.png,42.35523,0.9394729,0.0006289867
0945x2.png,29.533203,0.87859917,0.0013526217
0946x2.png,39.12708,0.974561,0.00012749899
0947x2.png,33.11574,0.8897292,0.0008001007
0948x2.png,37.12468,0.96101296,0.00039292837
0949x2.png,39.11527,0.9132607,0.00082671276
0950x2.png,45.553707,0.9933374,3.363124e-05
0951x2.png,33.251934,0.9244998,0.0005614362
0952x2.png,36.276863,0.9500308,0.000380986
0953x2.png,46.64146,0.9506519,0.00017452282
0954x2.png,30.862223,0.93393666,0.0009381079
0955x2.png,33.10532,0.95949024,0.0006017119
0956x2.png,34.981884,0.9366198,0.0004847229
0957x2.png,34.020428,0.959132,0.0005065309
0958x2.png,24.677755,0.90671825,0.003511347
0959x2.png,41.025505,0.9365718,0.00061272236
0960x2.png,32.617317,0.8952588,0.00057282567
0961x2.png,45.553787,0.9794715,6.242887e-05
0962x2.png,35.60512,0.92576414,0.0007895098
0963x2.png,40.838028,0.9532078,0.0001659937
0964x2.png,37.96741,0.9190819,0.0007854514
0965x2.png,30.667913,0.88502026,0.00096902857
0966x2.png,30.206629,0.91377664,0.001036562
0967x2.png,47.239674,0.99241346,3.4821962e-05
0968x2.png,30.33644,0.91193515,0.0015209817
0969x2.png,33.466324,0.9531029,0.0004957354
0970x2.png,41.189877,0.9734939,0.00012442414
0971x2.png,31.93187,0.8973972,0.0007388789
0972x2.png,32.84967,0.8451922,0.0011393256
0973x2.png,31.308382,0.9023159,0.0008515333
0974x2.png,35.263462,0.9266557,0.00042515006
0975x2.png,32.597984,0.9255406,0.0005678559
0976x2.png,40.517338,0.97852635,0.00012434757
0977x2.png,28.042772,0.8957905,0.0017309127
0978x2.png,32.75444,0.95086676,0.0018935525
0979x2.png,39.229176,0.95756125,0.00019535376
0980x2.png,28.6062,0.85254884,0.0014263866
0981x2.png,33.75032,0.95593476,0.00055737596
0982x2.png,34.021774,0.9394624,0.00053150364
0983x2.png,38.814194,0.9753709,0.0003292314
0984x2.png,35.5804,0.94870085,0.00027755197
0985x2.png,32.655933,0.9170041,0.0006612887
0986x2.png,40.7756,0.9756997,0.00017456069
0987x2.png,32.050304,0.93916947,0.00072982983
0988x2.png,37.00765,0.95258254,0.00022673274
0989x2.png,43.918118,0.9900889,0.00011049423
0990x2.png,32.598637,0.9255183,0.0010115671
0991x2.png,26.585825,0.92161316,0.00267134
0992x2.png,30.025263,0.89268875,0.0012377742
0993x2.png,30.498465,0.96466494,0.0008983072
0994x2.png,25.882345,0.8815534,0.0025954996
0995x2.png,26.473475,0.85024786,0.0025774427
0996x2.png,44.263462,0.9886157,4.8326077e-05
0997x2.png,31.03627,0.84596753,0.0013583084
0998x2.png,34.356987,0.95280725,0.00095249055
0999x2.png,37.039345,0.98190945,0.00037214268
1000x2.png,34.62315,0.9054683,0.0004040574
