epoch,duration_s,ms_per_step,steps_per_epoch
0,360.4093904495239,667.424797128748,540
1,321.83689284324646,595.994246006012,540
2,321.11723279953003,594.6615422213519,540
3,322.2105188369751,596.6861459943983,540
4,322.59837532043457,597.4043987415455,540
5,319.580326795578,591.8154199918112,540
6,322.3880543708801,597.0149155016298,540
7,322.2881360054016,596.8298814914845,540
8,322.2663857936859,596.7896033216406,540
9,325.6323993206024,603.0229617048193,540
10,322.00587248802185,596.3071712741146,540
11,321.068763256073,594.5717838075426,540
12,322.51350355148315,597.2472287990429,540
13,322.1186821460724,596.5160780482822,540
14,322.2167582511902,596.697700465167,540
15,321.272878408432,594.9497748304296,540
16,322.7846510410309,597.7493537796868,540
17,322.3365480899811,596.9195334999649,540
18,322.6329114437103,597.4683545253895,540
19,322.0652985572815,596.4172195505213,540
20,320.01375579833984,592.6180662932219,540
21,322.87565445899963,597.9178786277771,540
22,324.01893758773804,600.0350696069223,540
23,319.8542459011078,592.322677594644,540
24,322.06305146217346,596.4130582632841,540
25,323.3070352077484,598.7167318662008,540
26,322.17979550361633,596.6292509326229,540
27,319.25268387794495,591.2086738480461,540
28,319.7138783931732,592.0627377651356,540
29,321.5918080806732,595.54038533458,540
30,319.66568994522095,591.9734998985573,540
31,322.05808186531067,596.4038553061308,540
32,319.3321979045868,591.3559220455311,540
33,319.8463170528412,592.3079945422985,540
34,321.8567564487457,596.0310304606402,540
35,319.7492456436157,592.1282326733625,540
36,322.5703110694885,597.3524279064602,540
37,319.9135286808014,592.4324605200026,540
38,319.68909883499146,592.0168496944286,540
39,319.8389525413513,592.294356558058,540
40,319.7163927555084,592.0673939916823,540
41,322.33701515197754,596.9203984295881,540
42,322.1003861427307,596.4821965606125,540
43,321.44940519332886,595.2766762839424,540
44,319.6654968261719,591.9731422706886,540
45,321.9987726211548,596.2940233725088,540
46,319.615758895874,591.8810349923593,540
47,320.09663367271423,592.7715438383597,540
48,322.2746217250824,596.8048550464489,540
49,322.11740231513977,596.5137079909996,540
50,319.58712124824524,591.8280023115652,540
51,321.9056921005249,596.1216520380091,540
52,320.09367632865906,592.7660672752945,540
53,319.5458927154541,591.7516531767668,540
54,320.17552185058594,592.9176330566406,540
55,328.0395631790161,607.4806725537336,540
56,322.4313509464264,597.0950943452341,540
57,321.2502510547638,594.9078723236366,540
58,319.6477813720703,591.9403358742043,540
59,320.3337504863739,593.2106490488405,540
60,322.65192317962646,597.5035614437527,540
61,320.1220471858978,592.8186058998108,540
62,322.24189853668213,596.7442565494114,540
63,319.25951647758484,591.2213268103422,540
64,320.05327105522156,592.6912426948547,540
65,321.8784964084625,596.071289645301,540
66,319.9707224369049,592.5383748831572,540
67,319.77413058280945,592.1743158940916,540
68,319.3337857723236,591.35886254134,540
69,319.78684306144714,592.1978575211984,540
70,320.0218975543976,592.6331436192548,540
71,320.0854027271271,592.7507457909761,540
72,321.34740471839905,595.0877865155538,540
73,320.12216567993164,592.8188253332067,540
74,319.83763432502747,592.2919154167175,540
75,321.560533285141,595.4824690465574,540
76,319.75154089927673,592.1324831468088,540
77,319.9364609718323,592.4749277256153,540
78,322.25111865997314,596.7613308518021,540
79,320.05892968177795,592.7017216329222,540
80,321.2209692001343,594.8536466669153,540
81,323.19771337509155,598.5142840279473,540
82,320.049738407135,592.6847007539537,540
83,319.38113164901733,591.4465400907728,540
84,319.3157639503479,591.3254887969406,540
85,319.7798249721527,592.1848610595421,540
86,324.46982502937317,600.870046350691,540
87,321.3131947517395,595.0244347254435,540
88,318.6396861076355,590.0734927919176,540
89,317.95712757110596,588.8094955020481,540
90,319.115065574646,590.9538251382334,540
91,319.5613646507263,591.7803049087524,540
92,318.40507650375366,589.6390305625068,540
93,319.01011514663696,590.7594724937721,540
94,319.4016716480255,591.4845771259731,540
95,318.84586572647095,590.4553069008721,540
96,319.2985942363739,591.2936930303221,540
97,318.6098554134369,590.0182507656239,540
98,318.5517270565033,589.9106056601913,540
99,319.18421268463135,591.08187534191,540
