epoch,steps_completed,steps_total,duration_s,ms_per_step,loss,psnr,val_loss,val_psnr
1.0,1080.0,1080.0,710.0,657.0,0.0143,35.8695,,
2.0,1080.0,1080.0,672.0,622.0,0.0129,36.7013,,
3.0,1080.0,1080.0,671.0,622.0,0.0122,37.2934,,
4.0,1080.0,1080.0,775.0,717.0,0.0126,37.0288,0.0112,38.6909
5.0,1080.0,1080.0,671.0,621.0,0.0123,37.1698,,
6.0,1080.0,1080.0,671.0,622.0,0.0121,37.3083,,
7.0,1080.0,1080.0,672.0,622.0,0.0122,37.3,,
8.0,1080.0,1080.0,773.0,716.0,0.0122,37.3484,0.011,38.8485
9.0,1080.0,1080.0,672.0,622.0,0.0119,37.4927,,
10.0,1080.0,1080.0,671.0,621.0,0.012,37.3594,,
11.0,1080.0,1080.0,671.0,622.0,0.0118,37.6238,,
12.0,1080.0,1080.0,773.0,716.0,0.0117,37.6393,0.0111,38.5461
13.0,1080.0,1080.0,672.0,622.0,0.0119,37.4763,,
14.0,1080.0,1080.0,671.0,622.0,0.0119,37.5341,,
15.0,1080.0,1080.0,671.0,622.0,0.0118,37.6404,,
16.0,1080.0,1080.0,774.0,717.0,0.012,37.588,0.0109,38.9997
17.0,1080.0,1080.0,671.0,622.0,0.0117,37.6867,,
18.0,1080.0,1080.0,671.0,621.0,0.0119,37.5466,,
19.0,1080.0,1080.0,671.0,622.0,0.0119,37.6078,,
20.0,1080.0,1080.0,774.0,716.0,0.0118,37.4326,0.0107,39.14
21.0,1080.0,1080.0,671.0,621.0,0.0117,37.6206,,
22.0,1080.0,1080.0,671.0,622.0,0.0117,37.6978,,
23.0,1080.0,1080.0,672.0,622.0,0.0116,37.8089,,
24.0,1080.0,1080.0,774.0,717.0,0.0114,37.8051,0.0107,39.1437
25.0,1080.0,1080.0,671.0,621.0,0.0119,37.6178,,
26.0,1080.0,1080.0,671.0,622.0,0.0115,37.7969,,
27.0,1080.0,1080.0,671.0,622.0,0.0113,37.8654,,
28.0,1080.0,1080.0,774.0,716.0,0.0117,37.6485,0.0106,39.2472
29.0,1080.0,1080.0,672.0,622.0,0.0114,38.0361,,
30.0,1080.0,1080.0,672.0,622.0,0.0116,37.7316,,
31.0,1080.0,1080.0,671.0,622.0,0.0117,37.6957,,
32.0,1080.0,1080.0,774.0,717.0,0.0113,38.0079,0.0108,38.9628
33.0,1080.0,1080.0,672.0,622.0,0.0115,37.8375,,
34.0,1080.0,1080.0,672.0,622.0,0.0117,37.7456,,
35.0,1080.0,1080.0,671.0,622.0,0.0116,37.7067,,
36.0,1080.0,1080.0,774.0,717.0,0.0117,37.6402,0.0106,39.2604
37.0,1080.0,1080.0,672.0,622.0,0.0115,37.8764,,
38.0,1080.0,1080.0,672.0,622.0,0.0116,37.7621,,
39.0,1080.0,1080.0,672.0,622.0,0.0113,38.0,,
40.0,1080.0,1080.0,774.0,717.0,0.0114,37.9552,0.0106,39.2802
41.0,1080.0,1080.0,672.0,622.0,0.0115,37.836,,
42.0,1080.0,1080.0,671.0,622.0,0.0116,37.8555,,
43.0,1080.0,1080.0,672.0,622.0,0.0114,37.9963,,
44.0,1080.0,1080.0,775.0,717.0,0.0112,37.916,0.0105,39.3911
45.0,1080.0,1080.0,672.0,622.0,0.0114,37.8918,,
46.0,1080.0,1080.0,672.0,622.0,0.0116,37.7863,,
47.0,1080.0,1080.0,672.0,622.0,0.0114,38.03,,
48.0,1080.0,1080.0,773.0,716.0,0.0113,38.0398,0.0105,39.3333
49.0,1080.0,1080.0,672.0,622.0,0.0112,38.0097,,
50.0,1080.0,1080.0,672.0,622.0,0.0114,37.986,,
51.0,1080.0,1080.0,672.0,622.0,0.0114,37.9696,,
52.0,1080.0,1080.0,774.0,717.0,0.0112,38.0885,0.0105,39.3557
53.0,1080.0,1080.0,673.0,623.0,0.0115,37.8503,,
54.0,1080.0,1080.0,672.0,622.0,0.0115,37.8552,,
55.0,1080.0,1080.0,672.0,622.0,0.0111,38.1504,,
56.0,1080.0,1080.0,775.0,718.0,0.0112,38.0996,0.0104,39.3542
57.0,1080.0,1080.0,672.0,622.0,0.0113,38.0182,,
58.0,1080.0,1080.0,672.0,623.0,0.0115,37.7723,,
59.0,1080.0,1080.0,672.0,623.0,0.0113,38.0474,,
60.0,1080.0,1080.0,774.0,716.0,0.0113,37.9659,0.0105,39.312
61.0,1080.0,1080.0,672.0,622.0,0.0113,37.9251,,
