epoch,steps_completed,steps_total,duration_s,ms_per_step,loss,psnr,val_loss,val_psnr
1,4320,4320,1821.699062347412,421.6895977656047,0.0179,33.9945,0.0151,36.1724
2,4320,4320,1777.5650930404663,411.47340116677464,0.0167,34.4974,0.0149,36.3121
3,4320,4320,1778.0186307430267,411.578386746071,0.0161,34.9584,0.0149,36.2993
4,4320,4320,1779.0376410484314,411.814268761211,0.0167,34.6332,0.0147,36.4518
5,4320,4320,1778.2547478675842,411.6330434878667,0.0163,34.7246,0.0146,36.4146
6,4320,4320,1778.257915019989,411.63377662499744,0.0161,34.8373,0.0146,36.4655
7,4320,4320,1777.8014996051788,411.52812490860623,0.0163,34.8121,0.0147,36.4371
8,4320,4320,1781.369874715805,412.3541376656956,0.0163,34.8431,0.0145,36.5802
9,4320,4320,1782.3762702941895,412.5870996051365,0.0158,34.9724,0.0146,36.5133
10,4320,4320,1776.2843153476715,411.17692484899806,0.0161,34.8160,0.0145,36.6203
11,4320,4320,1772.1774826049805,410.2262691215233,0.0158,35.1284,0.0146,36.5827
12,4320,4320,1773.113497018814,410.44293912472546,0.0156,35.1303,0.0144,36.6798
13,4320,4320,1772.7426767349243,410.3571010960473,0.0158,34.9951,0.0143,36.6582
14,4320,4320,1773.6926226615906,410.5769959864793,0.0159,35.0346,0.0143,36.7132
15,4320,4320,1773.2137577533722,410.4661476280954,0.0157,35.1611,0.0142,36.7302
16,4320,4320,1771.419091463089,410.05071561645576,0.0160,35.1181,0.0143,36.6981
17,4320,4320,1762.7509648799896,408.0442048333309,0.0156,35.2260,0.0142,36.7961
18,4320,4320,1705.5226829051971,394.796917339166,0.0158,35.0857,0.0142,36.7328
19,4320,4320,1703.9685356616974,394.4371610328003,0.0158,35.1391,0.0141,36.8171
20,4320,4320,1702.4167215824127,394.0779448107437,0.0158,34.9250,0.0141,36.7093
21,4320,4320,1699.5807983875275,393.42148110822393,0.0156,35.1553,0.0141,36.8265
22,4320,4320,1701.6908383369446,393.90991628170013,0.0156,35.2205,0.0141,36.8431
23,4320,4320,1702.5611486434937,394.1113770008087,0.0155,35.3578,0.0141,36.8385
24,4320,4320,1702.449150800705,394.08545157423725,0.0152,35.3469,0.0141,36.8689
25,4320,4320,1847.4023096561432,427.63942353151464,0.0160,35.0401,0.0140,36.8763
26,4320,4320,1803.9577543735504,417.58281351239594,0.0156,35.1651,0.0141,36.7903
27,4320,4320,1803.1470532417297,417.39515121336336,0.0151,35.5283,0.0141,36.8180
28,4320,4320,1806.3401200771332,418.13428705489196,0.0158,35.1716,0.0140,36.8901
29,4320,4320,1806.371458530426,418.1415413264875,0.0155,35.2068,0.0140,36.8600
30,4320,4320,1804.6735198497772,417.7484999652262,0.0154,35.2878,0.0140,36.8365
31,4320,4320,1805.781194448471,418.00490612233125,0.0155,35.2417,0.0140,36.8923
32,4320,4320,1807.8769681453705,418.49003892253944,0.0156,35.2532,0.0139,36.8379
33,4320,4320,1804.0361528396606,417.600961305477,0.0152,35.3525,0.0140,36.9299
34,4320,4320,1804.3483245372772,417.6732232725179,0.0155,35.1867,0.0140,36.9199
35,4320,4320,1804.3010849952698,417.66228819334947,0.0153,35.4633,0.0140,36.9223
36,4320,4320,1804.986219882965,417.8208842321678,0.0151,35.4489,0.0140,36.9235
37,4320,4320,1807.0352885723114,418.295205688035,0.0153,35.2937,0.0139,36.9103
38,4320,4320,1808.4832577705383,418.6303837431802,0.0154,35.3096,0.0139,36.9717
39,4320,4320,1806.6933879852295,418.21606203361796,0.0153,35.4333,0.0139,36.9947
40,4320,4320,1804.1972403526306,417.63825008162746,0.0156,35.3721,0.0139,36.9674
41,4320,4320,1805.9293439388275,418.03919998583973,0.0152,35.4591,0.0139,36.9842
42,4320,4320,1803.7166035175323,417.52699155498436,0.0154,35.3086,0.0139,36.9351
43,4320,4320,1805.5869343280792,417.95993850187017,0.0154,35.3491,0.0139,37.0237
44,4320,4320,1806.679795742035,418.2129156810266,0.0155,35.1376,0.0138,36.9245
45,4320,4320,1804.3441870212555,417.6722655141795,0.0153,35.3559,0.0139,37.0090
46,4320,4320,1805.4917912483215,417.93791464081517,0.0153,35.4154,0.0139,36.9764
47,4320,4320,1807.3596405982971,418.37028717553176,0.0152,35.5314,0.0138,37.0141
48,4320,4320,1834.8412716388702,424.73177584233105,0.0157,35.2094,0.0138,37.0009
49,4320,4320,1793.633639574051,415.1929721236229,0.0153,35.3175,0.0139,36.9939
50,4320,4320,1794.7954363822937,415.4619065699754,0.0149,35.6809,0.0139,36.9282
51,4320,4320,1795.8288640975952,415.7011259485174,0.0155,35.3288,0.0138,37.0422
52,4320,4320,1798.7873771190643,416.38596692570934,0.0153,35.3499,0.0138,37.0055
53,4320,4320,1793.8638961315155,415.2462722526656,0.0151,35.4238,0.0138,36.9995
54,4320,4320,1795.8130452632904,415.69746418131723,0.0153,35.3774,0.0138,37.0360
55,4320,4320,1800.625729560852,416.81151147241945,0.0154,35.3900,0.0138,36.9724
56,4320,4320,1796.1723074913025,415.7806267340978,0.0150,35.4756,0.0138,37.0435
57,4320,4320,1796.0923998355865,415.76212959157095,0.0153,35.3163,0.0138,37.0513
58,4320,4320,1793.995884180069,415.2768250416826,0.0151,35.5813,0.0138,37.0246
59,4320,4320,1797.0742321014404,415.9894055790371,0.0149,35.5657,0.0138,37.0388
60,4320,4320,1795.856826543808,415.70759873699257,0.0151,35.4135,0.0138,37.0266
61,4320,4320,1797.2108647823334,416.021033514429,0.0152,35.4310,0.0137,37.0554
62,4320,4320,1798.7224607467651,416.3709399876771,0.0151,35.5450,0.0137,37.0722
63,4320,4320,1796.4011850357056,415.83360764715405,0.0154,35.4823,0.0138,37.0607
64,4320,4320,1798.5488226413727,416.3307459817992,0.0150,35.5735,0.0137,37.0911
65,4320,4320,1795.779263973236,415.6896444382491,0.0153,35.4163,0.0138,37.0220
66,4320,4320,1798.266277551651,416.26534202584514,0.0153,35.4506,0.0137,37.1243
67,4320,4320,1799.6830542087555,416.59329958536006,0.0153,35.2385,0.0137,37.0796
68,4320,4320,1795.8385140895844,415.7033597429593,0.0151,35.4588,0.0137,37.0840
69,4320,4320,1796.6211516857147,415.8845258531747,0.0151,35.5135,0.0138,37.0384
70,4320,4320,1796.7706894874573,415.91914108505955,0.0150,35.6265,0.0137,37.0879
71,4320,4320,1797.06383061409,415.98699782733564,0.0148,35.6157,0.0137,37.0887
