epoch,duration_s,ms_per_step,steps_per_epoch
0,333.8767740726471,618.2903223567539,540
1,269.61851477622986,499.29354588190716,540
2,270.4297261238098,500.79578911816634,540
3,269.44667649269104,498.97532683831673,540
4,269.9886169433594,499.9789202654803,540
5,268.2858691215515,496.82568355842875,540
6,271.648699760437,503.053147704513,540
7,270.13038206100464,500.24144826111973,540
8,285.55522894859314,528.8059795344317,540
9,267.82768726348877,495.9771986360903,540
10,269.70602917671204,499.4556095865038,540
11,272.74027466773987,505.07458271803677,540
12,270.8396337032318,501.55487722820703,540
13,271.304678440094,502.41607118535927,540
14,270.82941222190857,501.53594855908995,540
15,268.69554901123047,497.58435002079716,540
16,276.534631729126,512.1011698687518,540
17,269.8817274570465,499.78097677230835,540
18,270.66623616218567,501.2337706707142,540
19,271.1419348716736,502.11469420680294,540
20,268.6976544857025,497.58824904759723,540
21,269.2489697933197,498.6092033209624,540
22,270.5388321876526,500.9978373845418,540
23,268.67818117141724,497.55218735447636,540
24,270.9093813896179,501.68403961040354,540
25,268.5063989162445,497.2340720671195,540
26,270.85916352272034,501.5910435605932,540
27,270.7792637348175,501.4430809904028,540
28,269.1544373035431,498.43414315470943,540
29,270.7926902770996,501.4679449575919,540
30,268.64267778396606,497.4864403406779,540
31,270.3259913921356,500.6036877632141,540
32,270.91480469703674,501.69408277229024,540
33,269.28995633125305,498.68510431713526,540
34,270.91109466552734,501.6872123435692,540
35,268.97675824165344,498.1051078549138,540
36,271.24287128448486,502.3016134897868,540
37,268.5083038806915,497.23759977905837,540
38,268.65918588638306,497.51701090070935,540
39,268.81495785713196,497.80547751320734,540
40,268.8609502315521,497.89064857694837,540
41,269.4032373428345,498.894883968212,540
42,269.2206244468689,498.5567119386461,540
43,270.88164162635803,501.6326696784408,540
44,268.7557575702667,497.69584735234577,540
45,273.35777163505554,506.2180956204732,540
46,268.61540842056274,497.43594151956063,540
47,268.886109828949,497.9372404239796,540
48,271.3730037212372,502.54259948377256,540
49,268.72683906555176,497.6422945658366,540
50,268.3212540149689,496.89121113883124,540
51,268.4862308502197,497.1967237967032,540
52,269.02685713768005,498.1978835882964,540
53,271.1949288845062,502.21283126760414,540
54,271.4455864429474,502.6770119313841,540
55,270.76862478256226,501.42337922696714,540
56,268.94563245773315,498.04746751432066,540
57,268.9167265892029,497.9939381281535,540
58,268.7210350036621,497.631546303078,540
59,269.65141344070435,499.35446933463766,540
60,270.77358174324036,501.43255878377846,540
61,270.35314083099365,500.6539645018401,540
62,268.5063667297363,497.2340124624747,540
63,269.9458658695221,499.8997516102261,540
64,269.0427339076996,498.2272850142585,540
65,271.6192605495453,502.9986306473061,540
66,268.73831844329834,497.6635526727747,540
67,271.6136546134949,502.9882492842498,540
68,269.048380613327,498.2377418765315,540
69,268.51472997665405,497.2494999567668,540
70,269.4359314441681,498.9554286003113,540
71,270.4774236679077,500.8841179035328,540
72,271.0961639881134,502.02993331132114,540
73,269.03284978866577,498.2089810901218,540
74,268.7092795372009,497.60977692074243,540
75,269.08147740364075,498.29903222896434,540
76,269.8366115093231,499.69742872096873,540
77,268.69381976127625,497.5811477060671,540
78,270.5004539489746,500.9267665721752,540
79,268.59161734580994,497.3918839737221,540
80,269.5978388786316,499.2552571826511,540
81,271.19367027282715,502.2105005052355,540
82,270.773503780365,501.43241440808333,540
83,269.3728573322296,498.8386246893141,540
84,270.88168144226074,501.632743411594,540
85,268.58931946754456,497.38762864360103,540
86,269.1351864337921,498.3984933959113,540
87,270.661808013916,501.22557039614077,540
88,269.29253029823303,498.68987092265377,540
89,268.9191462993622,497.99841907289294,540
90,268.5346233844757,497.2863396008809,540
91,271.7652096748352,503.26890680525037,540
92,269.21958804130554,498.55479266908435,540
93,269.1526734828949,498.43087682017574,540
94,269.2431938648224,498.5985071570785,540
95,269.06671929359436,498.2717023955451,540
96,268.34575629234314,496.93658572656136,540
97,269.3272273540497,498.75412472972164,540
98,268.86028027534485,497.8894079173053,540
99,268.8024561405182,497.7823261861448,540
