Wall time,Step,loss,psnr
1764199939.4735823,0,0.018481649458408356,33.70980453491211
1764200209.0973625,1,0.01717054285109043,34.24845504760742
1764200479.5298939,2,0.016433944925665855,34.758514404296875
1764200748.9793859,3,0.01701289415359497,34.48002624511719
1764201018.9709454,4,0.016623880714178085,34.56467056274414
1764201287.2597575,5,0.016395386308431625,34.69706726074219
1764201558.91145,6,0.0165289044380188,34.65496063232422
1764201829.0454783,7,0.01661270670592785,34.6776237487793
1764202114.603601,8,0.016104592010378838,34.82014083862305
1764202382.4342024,9,0.016368942335247993,34.655662536621094
1764202652.1439807,10,0.016120366752147675,34.96065902709961
1764202924.8872309,11,0.015914250165224075,34.9539909362793
1764203195.7296576,12,0.01616603694856167,34.809993743896484
1764203467.0372963,13,0.016187263652682304,34.83970642089844
1764203737.8698251,14,0.016057780012488365,34.96561813354492
1764204006.5686204,15,0.016374947503209114,34.925323486328125
1764204283.1057925,16,0.01593955233693123,35.020355224609375
1764204552.9949422,17,0.01618591509759426,34.86669158935547
1764204823.664002,18,0.016159556806087494,34.92951965332031
1764205094.8095484,19,0.01617376320064068,34.71709442138672
1764205363.5101418,20,0.01597423292696476,34.9577522277832
1764205632.7621257,21,0.015978612005710602,35.02109146118164
1764205903.3047118,22,0.01587393507361412,35.13044357299805
1764206171.9858394,23,0.015590316615998745,35.137577056884766
1764206442.9013555,24,0.016192400828003883,34.92859649658203
1764206711.410923,25,0.01567278988659382,35.12870788574219
1764206982.272923,26,0.015498295426368713,35.161739349365234
1764207253.0551872,27,0.01597900688648224,34.954124450683594
1764207522.2125587,28,0.015588661655783653,35.340789794921875
1764207793.008056,29,0.015810472890734673,35.02743148803711
1764208061.653719,30,0.015995347872376442,35.01482391357422
1764208331.9825613,31,0.015468473546206951,35.3069953918457
1764208602.9003382,32,0.01576061174273491,35.1380615234375
1764208872.1932878,33,0.01587850973010063,35.050453186035156
1764209143.1103806,34,0.015917520970106125,34.9720573425293
1764209412.0905926,35,0.015989216044545174,34.916290283203125
1764209683.3365216,36,0.015758607536554337,35.163604736328125
1764209951.8475413,37,0.015816709026694298,35.07422637939453
1764210220.509483,38,0.015511684119701385,35.28982162475586
1764210489.3279057,39,0.01567239686846733,35.245025634765625
1764210758.1916728,40,0.015789411962032318,35.12601089477539
1764211027.5995288,41,0.01575089991092682,35.175437927246094
1764211296.8229165,42,0.015568699687719345,35.283973693847656
1764211567.7084038,43,0.015388727188110352,35.18326950073242
1764211836.46732,44,0.015672292560338974,35.179561614990234
1764212109.8281808,45,0.015790751203894615,35.07313919067383
1764212378.4466767,46,0.01555112935602665,35.31804656982422
1764212647.3363397,47,0.015500773675739765,35.3156852722168
1764212918.7128758,48,0.015326425433158875,35.2951774597168
1764213187.442623,49,0.015601933002471924,35.260040283203125
1764213455.7665062,50,0.015557208098471165,35.26058578491211
1764213724.2560155,51,0.015349015593528748,35.35391616821289
1764213993.285757,52,0.015770908445119858,35.099143981933594
1764214264.4836795,53,0.015815570950508118,35.12836837768555
1764214535.932289,54,0.015227312222123146,35.4403190612793
1764214806.704412,55,0.015392271801829338,35.352420806884766
1764215075.6530275,56,0.015382886864244938,35.329952239990234
1764215344.5732014,57,0.015669120475649834,35.049530029296875
1764215613.2977667,58,0.015447964891791344,35.30775451660156
1764215882.9522958,59,0.015505061484873295,35.2435188293457
1764216153.7287207,60,0.01546670962125063,35.18256759643555
1764216424.0847485,61,0.015528119169175625,35.101722717285156
1764216692.593781,62,0.015400996431708336,35.30823516845703
1764216962.5427732,63,0.015614221803843975,35.29865264892578
1764217231.5883617,64,0.015694398432970047,35.083221435546875
1764217503.2108812,65,0.015204244293272495,35.56298828125
1764217771.9522939,66,0.015546002425253391,35.09800720214844
1764218043.568878,67,0.015567627735435963,35.28085708618164
1764218312.6202211,68,0.015612450428307056,35.28875732421875
1764218581.1378157,69,0.01604587957262993,34.86677169799805
1764218850.5769348,70,0.015233938582241535,35.48011016845703
1764219121.057228,71,0.015432044863700867,35.30066680908203
1764219392.1562457,72,0.01528311986476183,35.37459182739258
1764219661.1918402,73,0.015560301952064037,35.30733108520508
1764219929.903886,74,0.015026157721877098,35.55384063720703
1764220198.9889765,75,0.015527389943599701,35.2297248840332
1764220468.8283448,76,0.01543880719691515,35.324039459228516
1764220737.5284085,77,0.015741264447569847,35.21564483642578
1764221008.0327263,78,0.015454377047717571,35.276527404785156
1764221276.6272964,79,0.015350081957876682,35.36796951293945
1764221546.2286732,80,0.015450654551386833,35.236671447753906
1764221817.4253006,81,0.015339989215135574,35.22819900512695
1764222088.2017589,82,0.01545731071382761,35.251068115234375
1764222357.5774963,83,0.01563410833477974,35.258445739746094
1764222628.4626613,84,0.015619811601936817,35.258419036865234
1764222897.0547266,85,0.015519659966230392,35.179908752441406
1764223166.196512,86,0.015285084024071693,35.361351013183594
1764223436.8622317,87,0.015384250320494175,35.33635711669922
1764223706.1579597,88,0.015487383119761944,35.28810119628906
1764223975.0798616,89,0.015357740223407745,35.23786544799805
1764224243.6206255,90,0.015583343803882599,35.171913146972656
1764224515.3895288,91,0.015407968312501907,35.32634735107422
1764224784.6125784,92,0.015369748696684837,35.33903503417969
1764225053.7687502,93,0.014952484518289566,35.57025909423828
1764225323.0150096,94,0.01524050161242485,35.49552536010742
1764225592.0846796,95,0.015594604425132275,35.153236389160156
1764225860.4338915,96,0.015252507291734219,35.51052474975586
1764226129.7641978,97,0.01527935266494751,35.37287139892578
1764226398.6281817,98,0.01531167235225439,35.350955963134766
1764226667.4332738,99,0.01535981148481369,35.34817123413086
