Dataset,Filename,PSNR,SSIM,MSE
Set14,img_001_SRF_2_HR.png,25.667949676513672,0.7682214379310608,0.002711470937356353
Set14,img_002_SRF_2_HR.png,27.764812469482422,0.8680518865585327,0.0016730879433453083
Set14,img_003_SRF_2_HR.png,28.96076774597168,0.8535134792327881,0.0012703485554084182
Set14,img_004_SRF_2_HR.png,30.29063606262207,0.8379204869270325,0.0009352684137411416
Set14,img_005_SRF_2_HR.png,28.532264709472656,0.920335054397583,0.0014020815724506974
Set14,img_006_SRF_2_HR.png,35.62706756591797,0.8845937848091125,0.0002737116301432252
Set14,img_007_SRF_2_HR.png,33.317359924316406,0.9381555914878845,0.00046586900134570897
Set14,img_008_SRF_2_HR.png,37.86008834838867,0.9725971817970276,0.00016367839998565614
Set14,img_009_SRF_2_HR.png,36.590423583984375,0.9290781617164612,0.0002192589599872008
Set14,img_010_SRF_2_HR.png,30.847742080688477,0.887349009513855,0.0008226700010709465
Set14,img_011_SRF_2_HR.png,38.13493347167969,0.9796387553215027,0.00015364077989943326
Set14,img_012_SRF_2_HR.png,37.04465103149414,0.9215477705001831,0.00019748538034036756
Set14,img_013_SRF_2_HR.png,30.585847854614258,0.9816368818283081,0.0008738061296753585
Set14,img_014_SRF_2_HR.png,33.40828323364258,0.9394417405128479,0.00045621723984368145
Set14,img_001_SRF_3_HR.png,25.676069259643555,0.7683857083320618,0.0027064073365181684
Set14,img_002_SRF_3_HR.png,27.764812469482422,0.8680518865585327,0.0016730879433453083
Set14,img_003_SRF_3_HR.png,28.95789337158203,0.8536301255226135,0.0012711897725239396
Set14,img_004_SRF_3_HR.png,30.295459747314453,0.8355982899665833,0.000934230221901089
Set14,img_005_SRF_3_HR.png,27.905458450317383,0.9056904911994934,0.0016197726363316178
Set14,img_006_SRF_3_HR.png,35.62706756591797,0.8845937848091125,0.0002737116301432252
Set14,img_007_SRF_3_HR.png,33.287601470947266,0.9380825161933899,0.000469072547275573
Set14,img_008_SRF_3_HR.png,37.81229782104492,0.9716266393661499,0.0001654893421800807
Set14,img_009_SRF_3_HR.png,36.585540771484375,0.9290767312049866,0.00021950567315798253
Set14,img_010_SRF_3_HR.png,30.84800148010254,0.8874157667160034,0.0008226211648434401
Set14,img_011_SRF_3_HR.png,38.12774658203125,0.9796513319015503,0.00015389522013720125
Set14,img_012_SRF_3_HR.png,37.043418884277344,0.9214409589767456,0.00019754133245442063
Set14,img_013_SRF_3_HR.png,30.572744369506836,0.981580376625061,0.000876446720212698
Set14,img_014_SRF_3_HR.png,33.13313674926758,0.9381653666496277,0.0004860560002271086
Set14,img_001_SRF_4_HR.png,25.667949676513672,0.7682214379310608,0.002711470937356353
Set14,img_002_SRF_4_HR.png,27.764812469482422,0.8680518865585327,0.0016730879433453083
Set14,img_003_SRF_4_HR.png,28.96076774597168,0.8535134792327881,0.0012703485554084182
Set14,img_004_SRF_4_HR.png,30.29063606262207,0.8379204869270325,0.0009352684137411416
Set14,img_005_SRF_4_HR.png,28.516098022460938,0.9201309680938721,0.0014073109487071633
Set14,img_006_SRF_4_HR.png,35.62706756591797,0.8845937848091125,0.0002737116301432252
Set14,img_007_SRF_4_HR.png,33.301185607910156,0.9381158947944641,0.00046760711120441556
Set14,img_008_SRF_4_HR.png,37.86008834838867,0.9725971817970276,0.00016367839998565614
Set14,img_009_SRF_4_HR.png,36.590423583984375,0.9290781617164612,0.0002192589599872008
Set14,img_010_SRF_4_HR.png,30.847742080688477,0.887349009513855,0.0008226700010709465
Set14,img_011_SRF_4_HR.png,38.13493347167969,0.9796387553215027,0.00015364077989943326
Set14,img_012_SRF_4_HR.png,37.04465103149414,0.9215477705001831,0.00019748538034036756
Set14,img_013_SRF_4_HR.png,30.585847854614258,0.9816368818283081,0.0008738061296753585
Set14,img_014_SRF_4_HR.png,33.408084869384766,0.9398771524429321,0.0004562377871479839
Urban100,img_001_SRF_2_HR.png,32.33937072753906,0.9302826523780823,0.0005835292395204306
Urban100,img_002_SRF_2_HR.png,30.617368698120117,0.934479832649231,0.0008674869895912707
Urban100,img_003_SRF_2_HR.png,28.40691566467285,0.8757723569869995,0.001443138811737299
Urban100,img_004_SRF_2_HR.png,24.770797729492188,0.9062784910202026,0.003333651926368475
Urban100,img_005_SRF_2_HR.png,29.902265548706055,0.973107635974884,0.001022759242914617
Urban100,img_006_SRF_2_HR.png,27.6541805267334,0.872606635093689,0.0017162549775093794
Urban100,img_007_SRF_2_HR.png,31.836400985717773,0.9459621906280518,0.0006551784463226795
Urban100,img_008_SRF_2_HR.png,25.72936248779297,0.8505605459213257,0.0026733973063528538
Urban100,img_009_SRF_2_HR.png,36.22810363769531,0.9471064209938049,0.00023833586601540446
Urban100,img_010_SRF_2_HR.png,34.03593063354492,0.9646103978157043,0.00039482684223912656
Urban100,img_011_SRF_2_HR.png,19.389921188354492,0.8646361827850342,0.011508208699524403
Urban100,img_012_SRF_2_HR.png,28.582826614379883,0.8928287029266357,0.001385852345265448
Urban100,img_013_SRF_2_HR.png,33.625099182128906,0.9482618570327759,0.0004339999577496201
Urban100,img_014_SRF_2_HR.png,29.080318450927734,0.8983802199363708,0.0012358562089502811
Urban100,img_015_SRF_2_HR.png,31.769052505493164,0.941227376461029,0.0006654179305769503
Urban100,img_016_SRF_2_HR.png,34.533905029296875,0.9808241724967957,0.0003520543104968965
Urban100,img_017_SRF_2_HR.png,29.247207641601562,0.9324200749397278,0.0011892660986632109
Urban100,img_018_SRF_2_HR.png,30.270591735839844,0.8810941576957703,0.0009395950473845005
Urban100,img_019_SRF_2_HR.png,24.958093643188477,0.9144960641860962,0.0031929370015859604
Urban100,img_020_SRF_2_HR.png,25.273120880126953,0.8728556036949158,0.0029695320408791304
Urban100,img_021_SRF_2_HR.png,32.54680633544922,0.9091469645500183,0.0005563131999224424
Urban100,img_022_SRF_2_HR.png,30.913402557373047,0.9100279808044434,0.0008103257277980447
Urban100,img_023_SRF_2_HR.png,33.35585021972656,0.9748033881187439,0.0004617583763319999
Urban100,img_024_SRF_2_HR.png,22.838918685913086,0.8059371709823608,0.005201250780373812
Urban100,img_025_SRF_2_HR.png,38.031375885009766,0.9813499450683594,0.0001573483314132318
Urban100,img_026_SRF_2_HR.png,34.546180725097656,0.9450453519821167,0.0003510602400638163
Urban100,img_027_SRF_2_HR.png,32.788597106933594,0.9244102835655212,0.0005261870101094246
Urban100,img_028_SRF_2_HR.png,34.26258087158203,0.9502881765365601,0.00037475035060197115
Urban100,img_029_SRF_2_HR.png,30.592309951782227,0.9318056106567383,0.0008725069346837699
Urban100,img_030_SRF_2_HR.png,27.570724487304688,0.9139016270637512,0.0017495540669187903
Urban100,img_031_SRF_2_HR.png,28.243507385253906,0.9107630848884583,0.001498473691754043
Urban100,img_032_SRF_2_HR.png,33.209049224853516,0.9353212714195251,0.000477633613627404
Urban100,img_033_SRF_2_HR.png,31.851396560668945,0.9025253653526306,0.0006529203383252025
Urban100,img_034_SRF_2_HR.png,27.78208351135254,0.8477596640586853,0.001666446914896369
Urban100,img_035_SRF_2_HR.png,32.821250915527344,0.9621363282203674,0.0005222456529736519
Urban100,img_036_SRF_2_HR.png,32.46866226196289,0.9602580070495605,0.0005664136842824519
Urban100,img_037_SRF_2_HR.png,28.203489303588867,0.9010835886001587,0.0015123451594263315
Urban100,img_038_SRF_2_HR.png,31.472387313842773,0.8606650829315186,0.0007124612457118928
Urban100,img_039_SRF_2_HR.png,28.515031814575195,0.896628737449646,0.0014076572842895985
Urban100,img_040_SRF_2_HR.png,32.327396392822266,0.9893757700920105,0.0005851403111591935
Urban100,img_041_SRF_2_HR.png,27.68754768371582,0.9529702067375183,0.0017031190218403935
Urban100,img_042_SRF_2_HR.png,32.8873291015625,0.9680237174034119,0.0005143595626577735
Urban100,img_043_SRF_2_HR.png,33.8004035949707,0.9809625744819641,0.00041683035669848323
Urban100,img_044_SRF_2_HR.png,31.775455474853516,0.9143573641777039,0.0006644377717748284
Urban100,img_045_SRF_2_HR.png,30.823301315307617,0.934523344039917,0.0008273126441054046
