Dataset,Filename,PSNR,SSIM,MSE
Urban100,img_046_SRF_2_HR.png,28.394874572753906,0.8638942837715149,0.0014471462927758694
Urban100,img_047_SRF_2_HR.png,27.030046463012695,0.9076399803161621,0.001981506124138832
Urban100,img_048_SRF_2_HR.png,22.830551147460938,0.8814371824264526,0.005211283452808857
Urban100,img_049_SRF_2_HR.png,26.58298683166504,0.9010388851165771,0.00219634803943336
Urban100,img_050_SRF_2_HR.png,28.69325065612793,0.8977359533309937,0.0013510605785995722
Urban100,img_051_SRF_2_HR.png,30.409645080566406,0.9364386200904846,0.0009099874296225607
Urban100,img_052_SRF_2_HR.png,32.012088775634766,0.9618905186653137,0.0006292032194323838
Urban100,img_053_SRF_2_HR.png,25.601652145385742,0.8911463618278503,0.0027531797531992197
Urban100,img_054_SRF_2_HR.png,25.867979049682617,0.8709239363670349,0.0025894171558320522
Urban100,img_055_SRF_2_HR.png,34.54816818237305,0.9734353423118591,0.0003508995578158647
Urban100,img_056_SRF_2_HR.png,27.969099044799805,0.9038509726524353,0.0015962093602865934
Urban100,img_057_SRF_2_HR.png,33.480064392089844,0.9504517316818237,0.0004487385740503669
Urban100,img_058_SRF_2_HR.png,28.123750686645508,0.9282177090644836,0.0015403691213577986
Urban100,img_059_SRF_2_HR.png,28.6325740814209,0.9133668541908264,0.001370069570839405
Urban100,img_060_SRF_2_HR.png,27.78318977355957,0.8341779112815857,0.0016660233959555626
Urban100,img_061_SRF_2_HR.png,28.123706817626953,0.8828345537185669,0.001540384371764958
Urban100,img_062_SRF_2_HR.png,23.756731033325195,0.8654294013977051,0.0042104339227080345
Urban100,img_063_SRF_2_HR.png,25.844890594482422,0.9012033939361572,0.0026032186578959227
Urban100,img_064_SRF_2_HR.png,29.02076530456543,0.9096134305000305,0.001252919901162386
Urban100,img_065_SRF_2_HR.png,28.431076049804688,0.8674330711364746,0.0014351336285471916
Urban100,img_066_SRF_2_HR.png,27.442827224731445,0.8680538535118103,0.0018018437549471855
Urban100,img_067_SRF_2_HR.png,21.975509643554688,0.9080173373222351,0.006345253903418779
Urban100,img_068_SRF_2_HR.png,33.5663948059082,0.9532196521759033,0.0004399064928293228
Urban100,img_069_SRF_2_HR.png,28.704744338989258,0.8902351260185242,0.0013474896550178528
Urban100,img_070_SRF_2_HR.png,28.06817054748535,0.8431249856948853,0.0015602090861648321
Urban100,img_071_SRF_2_HR.png,32.053489685058594,0.8664884567260742,0.0006232333253137767
Urban100,img_072_SRF_2_HR.png,23.97646141052246,0.9342337250709534,0.004002707544714212
Urban100,img_073_SRF_2_HR.png,23.22187614440918,0.7714331746101379,0.0047622499987483025
Urban100,img_074_SRF_2_HR.png,27.795358657836914,0.8296185731887817,0.0016613604966551065
Urban100,img_075_SRF_2_HR.png,36.264644622802734,0.9681124687194824,0.00023633895034436136
Urban100,img_076_SRF_2_HR.png,24.75499153137207,0.812724769115448,0.0033458066172897816
Urban100,img_077_SRF_2_HR.png,28.04967498779297,0.870722234249115,0.0015668678097426891
Urban100,img_078_SRF_2_HR.png,30.151269912719727,0.8875658512115479,0.0009657679474912584
Urban100,img_079_SRF_2_HR.png,28.90458106994629,0.8910449743270874,0.0012868910562247038
Urban100,img_080_SRF_2_HR.png,37.779197692871094,0.974809467792511,0.00016675547522027045
Urban100,img_081_SRF_2_HR.png,39.02546310424805,0.9887681007385254,0.0001251565117854625
Urban100,img_082_SRF_2_HR.png,35.641658782958984,0.9825024008750916,0.0002727933751884848
Urban100,img_083_SRF_2_HR.png,26.68021583557129,0.8782428503036499,0.0021477234549820423
Urban100,img_084_SRF_2_HR.png,31.830402374267578,0.9241151809692383,0.0006560845067724586
Urban100,img_085_SRF_2_HR.png,29.887834548950195,0.943637490272522,0.0010261632269248366
Urban100,img_086_SRF_2_HR.png,32.8874397277832,0.9512310028076172,0.0005143465823493898
Urban100,img_087_SRF_2_HR.png,30.493955612182617,0.9492271542549133,0.0008924921276047826
Urban100,img_088_SRF_2_HR.png,23.766834259033203,0.8048211932182312,0.004200649913400412
Urban100,img_089_SRF_2_HR.png,30.39311408996582,0.8732494115829468,0.0009134580031968653
Urban100,img_090_SRF_2_HR.png,37.77935791015625,0.9837380647659302,0.00016674930520821363
Urban100,img_091_SRF_2_HR.png,27.399761199951172,0.8529569506645203,0.0018197998870164156
Urban100,img_092_SRF_2_HR.png,24.245948791503906,0.8527390360832214,0.003761881496757269
Urban100,img_093_SRF_2_HR.png,32.15091323852539,0.9758431315422058,0.0006094085401855409
Urban100,img_094_SRF_2_HR.png,31.441251754760742,0.9174270629882812,0.0007175873615778983
Urban100,img_095_SRF_2_HR.png,24.589725494384766,0.7234951853752136,0.0034755785018205643
Urban100,img_096_SRF_2_HR.png,27.876571655273438,0.935994565486908,0.001630582264624536
Urban100,img_097_SRF_2_HR.png,28.593860626220703,0.9035349488258362,0.0013823366025462747
Urban100,img_098_SRF_2_HR.png,25.783628463745117,0.7767667174339294,0.002640201710164547
Urban100,img_099_SRF_2_HR.png,28.320547103881836,0.883872389793396,0.0014721270417794585
Urban100,img_100_SRF_2_HR.png,31.660263061523438,0.9268710613250732,0.0006822969880886376
Urban100,img_001_SRF_4_HR.png,31.149518966674805,0.8894219398498535,0.000767446297686547
Urban100,img_002_SRF_4_HR.png,31.337244033813477,0.9413565397262573,0.0007349801016971469
Urban100,img_003_SRF_4_HR.png,26.77802848815918,0.8527690768241882,0.0020998921245336533
Urban100,img_004_SRF_4_HR.png,29.053049087524414,0.9529387950897217,0.0012436409015208483
Urban100,img_005_SRF_4_HR.png,33.830223083496094,0.9829118847846985,0.00041397844324819744
Urban100,img_006_SRF_4_HR.png,25.004201889038086,0.807682454586029,0.0031592203304171562
Urban100,img_007_SRF_4_HR.png,34.95761489868164,0.9617394804954529,0.0003193290904164314
Urban100,img_008_SRF_4_HR.png,25.557031631469727,0.8755956888198853,0.0027816130314022303
Urban100,img_009_SRF_4_HR.png,37.81584167480469,0.9653773307800293,0.00016535444592591375
Urban100,img_010_SRF_4_HR.png,32.3569221496582,0.9581698179244995,0.0005811761366203427
Urban100,img_011_SRF_4_HR.png,25.09279441833496,0.9319339394569397,0.003095426131039858
Urban100,img_012_SRF_4_HR.png,26.624942779541016,0.8801595568656921,0.0021752321626991034
Urban100,img_013_SRF_4_HR.png,33.46012878417969,0.93274986743927,0.000450803228886798
Urban100,img_014_SRF_4_HR.png,24.438980102539062,0.841529130935669,0.0035983382258564234
Urban100,img_015_SRF_4_HR.png,29.47432518005371,0.8437336683273315,0.0011286706430837512
Urban100,img_016_SRF_4_HR.png,35.466583251953125,0.958685040473938,0.0002840151428245008
Urban100,img_017_SRF_4_HR.png,30.19386863708496,0.943577766418457,0.0009563419152982533
Urban100,img_018_SRF_4_HR.png,29.228694915771484,0.8716340065002441,0.0011943468125537038
Urban100,img_019_SRF_4_HR.png,25.900657653808594,0.9208479523658752,0.0025700058322399855
Urban100,img_020_SRF_4_HR.png,26.200302124023438,0.896041750907898,0.002398665761575103
Urban100,img_021_SRF_4_HR.png,33.524261474609375,0.9123970866203308,0.0004441949422471225
Urban100,img_022_SRF_4_HR.png,28.523298263549805,0.8747536540031433,0.001404979731887579
Urban100,img_023_SRF_4_HR.png,36.62104034423828,0.9776899218559265,0.00021771887259092182
Urban100,img_024_SRF_4_HR.png,24.655363082885742,0.8550736308097839,0.003423447720706463
Urban100,img_025_SRF_4_HR.png,36.50893020629883,0.9584307074546814,0.00022341212024912238
Urban100,img_026_SRF_4_HR.png,30.444435119628906,0.7799742221832275,0.0009027270134538412
Urban100,img_027_SRF_4_HR.png,31.14219093322754,0.8995891213417053,0.0007687423494644463
Urban100,img_028_SRF_4_HR.png,35.26742935180664,0.940732479095459,0.00029734239797107875
Urban100,img_029_SRF_4_HR.png,30.089643478393555,0.9389641284942627,0.0009795702062547207
Urban100,img_030_SRF_4_HR.png,28.732101440429688,0.9303648471832275,0.0013390278909355402
Urban100,img_031_SRF_4_HR.png,27.40904998779297,0.9152049422264099,0.0018159126630052924
Urban100,img_032_SRF_4_HR.png,33.62165069580078,0.9487685561180115,0.0004343450127635151
Urban100,img_033_SRF_4_HR.png,30.076391220092773,0.8967068791389465,0.0009825634770095348
Urban100,img_034_SRF_4_HR.png,25.551300048828125,0.7760284543037415,0.0027852864004671574
Urban100,img_035_SRF_4_HR.png,32.82032012939453,0.9439594745635986,0.0005223575280979276
Urban100,img_036_SRF_4_HR.png,33.6185188293457,0.9584963917732239,0.0004346584028098732
Urban100,img_037_SRF_4_HR.png,32.49870300292969,0.9457052946090698,0.0005625089979730546
Urban100,img_038_SRF_4_HR.png,30.8602294921875,0.8593184351921082,0.0008203081088140607
Urban100,img_039_SRF_4_HR.png,26.714553833007812,0.8917909860610962,0.002130809472873807
Urban100,img_040_SRF_4_HR.png,32.46882247924805,0.9807325601577759,0.0005663926131092012
Urban100,img_041_SRF_4_HR.png,31.8248233795166,0.9608761668205261,0.0006569276447407901
Urban100,img_042_SRF_4_HR.png,35.7122917175293,0.9758455753326416,0.0002683925849851221
Urban100,img_043_SRF_4_HR.png,34.25765609741211,0.9696980714797974,0.0003751751210074872
Urban100,img_044_SRF_4_HR.png,38.99262619018555,0.9752321839332581,0.00012610644625965506
Urban100,img_045_SRF_4_HR.png,32.77517318725586,0.9579311013221741,0.0005278158350847661
Urban100,img_046_SRF_4_HR.png,26.3111515045166,0.9009172916412354,0.0023382166400551796
Urban100,img_047_SRF_4_HR.png,25.788854598999023,0.9154326915740967,0.002637025434523821
Urban100,img_048_SRF_4_HR.png,24.642704010009766,0.9396096467971802,0.003433438716456294
Urban100,img_049_SRF_4_HR.png,26.746980667114258,0.8864300847053528,0.002114959293976426
Urban100,img_050_SRF_4_HR.png,28.77521324157715,0.9008523225784302,0.0013258011313155293
Urban100,img_051_SRF_4_HR.png,32.240638732910156,0.9504636526107788,0.0005969472695142031
Urban100,img_052_SRF_4_HR.png,32.429115295410156,0.9611319899559021,0.0005715948063880205
Urban100,img_053_SRF_4_HR.png,25.700180053710938,0.8833553194999695,0.002691421890631318
Urban100,img_054_SRF_4_HR.png,24.143552780151367,0.8320815563201904,0.003851628862321377
Urban100,img_055_SRF_4_HR.png,35.99803924560547,0.9752314686775208,0.00025130188441835344
Urban100,img_056_SRF_4_HR.png,28.72694206237793,0.9171345829963684,0.001340620219707489
Urban100,img_057_SRF_4_HR.png,35.58277893066406,0.9646956920623779,0.0002765169192571193
Urban100,img_058_SRF_4_HR.png,31.75089454650879,0.9598804712295532,0.0006682062521576881
Urban100,img_059_SRF_4_HR.png,26.463647842407227,0.8966782689094543,0.0022575384937226772
Urban100,img_060_SRF_4_HR.png,25.237789154052734,0.7791838645935059,0.0029937876388430595
Urban100,img_061_SRF_4_HR.png,28.636638641357422,0.9087894558906555,0.0013687871396541595
Urban100,img_062_SRF_4_HR.png,26.14209747314453,0.9363247156143188,0.0024310278240591288
Urban100,img_063_SRF_4_HR.png,25.368181228637695,0.7353640794754028,0.0029052391182631254
Urban100,img_064_SRF_4_HR.png,30.882617950439453,0.9213407039642334,0.0008160899742506444
Urban100,img_065_SRF_4_HR.png,29.654497146606445,0.9104356169700623,0.0010828046360984445
Urban100,img_066_SRF_4_HR.png,24.50053596496582,0.8299976587295532,0.0035476956982165575
Urban100,img_067_SRF_4_HR.png,22.809978485107422,0.9437287449836731,0.005236027762293816
Urban100,img_068_SRF_4_HR.png,36.88959884643555,0.9714146852493286,0.00020466328714974225
Urban100,img_069_SRF_4_HR.png,28.645275115966797,0.9075089693069458,0.0013660677941516042
Urban100,img_070_SRF_4_HR.png,24.16567611694336,0.7795213460922241,0.003832058748230338
Urban100,img_071_SRF_4_HR.png,30.632753372192383,0.8295748829841614,0.0008644193294458091
Urban100,img_072_SRF_4_HR.png,24.270933151245117,0.9354577660560608,0.0037403011228889227
Urban100,img_073_SRF_4_HR.png,24.591642379760742,0.8338500261306763,0.00347404764033854
Urban100,img_074_SRF_4_HR.png,27.547252655029297,0.8938739895820618,0.0017590356292203069
Urban100,img_075_SRF_4_HR.png,36.09135055541992,0.9449917078018188,0.00024596028379164636
Urban100,img_076_SRF_4_HR.png,29.006921768188477,0.9349218010902405,0.001256920164451003
Urban100,img_077_SRF_4_HR.png,24.899484634399414,0.8348316550254822,0.003236321033909917
Urban100,img_078_SRF_4_HR.png,32.15847396850586,0.9171271324157715,0.0006083485204726458
Urban100,img_079_SRF_4_HR.png,28.37969970703125,0.8446257710456848,0.0014522116398438811
Urban100,img_080_SRF_4_HR.png,39.20026397705078,0.981448769569397,0.00012021915608784184
Urban100,img_081_SRF_4_HR.png,42.037841796875,0.9890502095222473,6.254831532714888e-05
Urban100,img_082_SRF_4_HR.png,37.93010330200195,0.9750083684921265,0.0001610607432667166
Urban100,img_083_SRF_4_HR.png,25.38982582092285,0.8713789582252502,0.002890794537961483
Urban100,img_084_SRF_4_HR.png,33.37923049926758,0.9307548999786377,0.00045927922474220395
Urban100,img_085_SRF_4_HR.png,32.9018440246582,0.9682847261428833,0.0005126435426063836
Urban100,img_086_SRF_4_HR.png,35.701560974121094,0.9651791453361511,0.0002690566470846534
Urban100,img_087_SRF_4_HR.png,31.634994506835938,0.9556350111961365,0.0006862786831334233
Urban100,img_088_SRF_4_HR.png,22.921632766723633,0.8044034242630005,0.005103130824863911
Urban100,img_089_SRF_4_HR.png,30.504417419433594,0.8899559378623962,0.0008903444395400584
Urban100,img_090_SRF_4_HR.png,43.070655822753906,0.9911080002784729,4.930993600282818e-05
Urban100,img_091_SRF_4_HR.png,27.435773849487305,0.8660785555839539,0.0018047722987830639
Urban100,img_092_SRF_4_HR.png,21.6265869140625,0.8117261528968811,0.006876084953546524
Urban100,img_093_SRF_4_HR.png,36.83308410644531,0.9758830070495605,0.00020734401186928153
Urban100,img_094_SRF_4_HR.png,29.985870361328125,0.8963116407394409,0.0010032587451860309
Urban100,img_095_SRF_4_HR.png,22.60451316833496,0.7157214283943176,0.00548970140516758
Urban100,img_096_SRF_4_HR.png,29.976043701171875,0.9571026563644409,0.00100553163792938
Urban100,img_097_SRF_4_HR.png,28.134471893310547,0.8895403146743774,0.0015365711878985167
Urban100,img_098_SRF_4_HR.png,23.15283966064453,0.7655001878738403,0.0048385607078671455
Urban100,img_099_SRF_4_HR.png,29.835113525390625,0.9215567111968994,0.0010386959183961153
Urban100,img_100_SRF_4_HR.png,28.143177032470703,0.8490808606147766,0.0015334939816966653
