epoch,duration_s,ms_per_step,steps_per_epoch
0,204.99743914604187,759.2497746149699,270
1,163.08024334907532,604.0009012928715,270
2,162.96762108802795,603.583781807511,270
3,203.3626947402954,753.1951657047978,270
4,160.54912662506104,594.6263949076334,270
5,202.7266309261322,750.8393738004896,270
6,201.96780514717102,748.0289079524853,270
7,143.5501799583435,531.66733317905,270
8,148.42353534698486,549.7167975814255,270
9,112.83871912956238,417.92118196134214,270
10,139.17292380332947,515.4552733456648,270
11,114.88587021827698,425.5032230306555,270
12,140.19349193572998,519.2351553175184,270
13,112.67377948760986,417.3102943985551,270
14,144.3798520565033,534.740192801864,270
15,113.157053232193,419.1001971562703,270
16,139.62094235420227,517.1146013118603,270
17,115.7456362247467,428.68754157313595,270
18,112.70110964775085,417.41151721389207,270
19,114.4889509677887,424.0331517325507,270
20,114.45053362846375,423.8908652906065,270
21,138.47500205039978,512.8703779644436,270
22,113.10951900482178,418.9241444623029,270
23,114.31619644165039,423.3933201542607,270
24,110.65342450141907,409.82749815340395,270
25,144.0916473865509,533.6727680983366,270
26,114.63323521614075,424.56753783755835,270
27,142.95709943771362,529.4707386581986,270
28,137.23951959609985,508.29451702259206,270
29,144.54438734054565,535.3495827427616,270
30,113.20512652397156,419.27824638507985,270
31,141.53128933906555,524.1899605150576,270
330,141.1976239681244,522.9541628449051,270

31,113.47179079055786,420.265891816881,270

32,111.79884147644043,414.06978324607564,27035,137.81883883476257,510.440143832454,270
36,113.38145780563354,419.9313252060502,270
37,113.9797785282135,422.14732788227224,270
38,113.51013207435608,420.4078965716892,270
39,137,113.20711898803711,419.2856258816189,240,138,138.87138175964355,514.3384509616428,2741,39,112.05647492408752,415.023981200324142,141.30631852149963,523.3567352648134,270
43,112.48637413978577,416.6162005177251,270
44,111.48141741752625,412.89413858343056,2704245,110.31590509414673,408.5774262746175,270446,109.99912142753601,407.40415343531856,270
47,108.49769949913025,401.84333147826015,270
48,109.86253261566162,406.8982689468949,270
49,108.90814447402954,403.36349805196124,270
50,109.1936399936676,404.4208888654356,270
51,108.55351853370667,402.05006864335803,270
52,109.7716429233551,406.56164045687075,270553,149.4876890182495,553.6581074749982,270
54,107.51240539550781,398.19409405743636,270
55,142.6675546169281,528.3983504330671,270
56,109.03127813339233,403.8195486421938,270
57,111.07062864303589,411.3726986779107,270
58,108.87278509140015,403.2325373755561,270
59,108.85162305831909,403.1541594752559,270
7,109.1617980003357,404.30295555679885,270
58,110.36876010894775,408.7731855886954,270
59,107.75062847137451,399.0764017458315,270
