epoch,steps_completed,steps_total,duration_s,ms_per_step,loss,psnr,val_loss,val_psnr
1,4320,4320,4990.67963051796,1155.24991447175,0.0178,34.0110,0.0152,36.1907
2,4320,4320,4923.76930975914,1139.7614142960972,0.0167,34.4979,0.0149,36.2788
3,4320,4320,4900.246697425842,1134.3163651448708,0.0161,34.9551,0.0149,36.2665
4,4320,4320,4926.808446884155,1140.464918260221,0.0167,34.6247,0.0148,36.4256
5,4320,4320,4932.374855041504,1141.7534386670147,0.0163,34.7168,0.0146,36.4827
6,4320,4320,4894.141644477844,1132.9031584439454,0.0162,34.8313,0.0147,36.3406
7,4320,4320,4900.138244867325,1134.2912603859547,0.0163,34.7971,0.0147,36.4536
8,4320,4320,4802.670562028885,1111.7292967659455,0.0163,34.8379,0.0145,36.5743
9,4320,4320,4935.850543260574,1142.557996125133,0.0165,34.7325,0.0145,36.5466
10,4320,4320,4817.084329843521,1115.0658170934078,0.0161,34.8581,0.0145,36.6179
11,4320,4320,4749.591557979584,1099.4424902730518,0.0156,35.2390,0.0145,36.5421
12,4320,4320,4793.155759572983,1109.5267961974498,0.0163,34.8864,0.0144,36.6223
13,4320,4320,4788.193692684174,1108.378169602818,0.0160,34.9417,0.0144,36.5857
14,4320,4320,4761.418824195862,1102.1802833786717,0.0158,35.0380,0.0144,36.5911
15,4320,4320,4791.759899377823,1109.203680411533,0.0159,35.0052,0.0143,36.6653
16,4320,4320,4783.683327198029,1107.3341035180622,0.0160,35.0284,0.0142,36.7548
17,4320,4320,4903.325061559677,1135.0289494351105,0.0162,34.9097,0.0142,36.7624
18,4320,4320,4816.066571235657,1114.8302248230686,0.0158,35.0342,0.0142,36.7297
19,4320,4320,4820.108594179153,1115.7658782822114,0.0153,35.4093,0.0143,36.6894
20,4320,4320,4845.206968784332,1121.5756872185955,0.0160,35.0533,0.0142,36.8066
21,4320,4320,4837.293667078018,1119.743904416208,0.0157,35.0956,0.0141,36.7737
22,4320,4320,4804.667001962662,1112.191435639505,0.0156,35.1827,0.0142,36.7371
23,4320,4320,4799.444221019745,1110.9824585693855,0.0157,35.1401,0.0141,36.7924
24,4320,4320,4838.868641376495,1120.1084818001148,0.0158,35.1496,0.0141,36.7920
25,4320,4320,5084.648142814636,1177.0018849107955,0.0160,35.0211,0.0140,36.8602
26,4320,4320,4927.513517379761,1140.6281290230927,0.0156,35.1423,0.0141,36.8193
27,4320,4320,4922.824544429779,1139.5427186180043,0.0151,35.5132,0.0141,36.8182
28,4320,4320,4903.401659965515,1135.046680547573,0.0158,35.1447,0.0142,36.7931
29,4320,4320,4867.480315446854,1126.7315545015865,0.0155,35.1924,0.0140,36.8498
30,4320,4320,4782.945430278778,1107.1632940460133,0.0154,35.2746,0.0140,36.8211
31,4320,4320,4750.1181383132935,1099.564383868818,0.0156,35.2287,0.0140,36.8481
32,4320,4320,4797.069921016693,1110.4328520871975,0.0156,35.2381,0.0140,36.8744
33,4320,4320,4774.011064529419,1105.0951538262543,0.0159,35.0984,0.0140,36.8948
34,4320,4320,4662.27276802063,1079.229807412183,0.0155,35.2210,0.0140,36.8879
35,4320,4320,4657.226769447327,1078.0617521868812,0.0150,35.5862,0.0140,36.8465
36,4320,4320,4674.839673757553,1082.138813369804,0.0157,35.2189,0.0141,36.8642
37,4320,4320,4697.031202554703,1087.2757413321071,0.0154,35.2616,0.0139,36.9307
38,4320,4320,4648.60182762146,1076.065237875338,0.0153,35.3397,0.0140,36.8930
39,4320,4320,4654.11702299118,1077.3419034701806,0.0154,35.2904,0.0140,36.8986
40,4320,4320,4691.493963479996,1085.9939730277767,0.0155,35.3028,0.0139,36.9086
41,4320,4320,4654.29681801796,1077.3835226893425,0.0152,35.3922,0.0139,36.9301
42,4320,4320,4793.787355899811,1109.672999050882,0.0158,35.1595,0.0139,36.9523
43,4320,4320,4704.931651830673,1089.1045490348781,0.0153,35.2864,0.0139,36.9921
44,4320,4320,4696.666056632996,1087.1912168131935,0.0149,35.6451,0.0139,36.9111
45,4320,4320,4691.567130565643,1086.0109098531582,0.0156,35.2734,0.0142,36.8418
46,4320,4320,4717.14080619812,1091.9307421754909,0.0153,35.3184,0.0139,36.9752
47,4320,4320,4697.7078149318695,1087.4323645675624,0.0152,35.3951,0.0139,36.9336
48,4320,4320,4692.238511800766,1086.1663221761032,0.0154,35.3425,0.0139,36.9700
49,4320,4320,4725.475400924683,1093.8600465103432,0.0154,35.3559,0.0138,36.9811
50,4320,4320,4800.917066812515,1111.3233950954896,0.0157,35.2103,0.0138,36.9941
51,4320,4320,4718.104165792465,1092.1537420815891,0.0153,35.3306,0.0139,37.0216
52,4320,4320,4691.178004980087,1085.9208344861313,0.0148,35.6872,0.0139,36.9449
53,4320,4320,4695.340954065323,1086.8844801077137,0.0155,35.3197,0.0140,36.9736
54,4320,4320,4749.246882677078,1099.3627043233978,0.0152,35.3624,0.0138,37.0024
55,4320,4320,4730.809121608734,1095.094704076096,0.0151,35.4380,0.0138,36.9549
56,4320,4320,4721.073979377747,1092.841198930034,0.0153,35.3843,0.0138,37.0106
57,4320,4320,4801.677088499069,1111.4993260414512,0.0154,35.3962,0.0138,37.0085
58,4320,4320,4817.483138084412,1115.158133815836,0.0150,35.4744,0.0138,37.0155
