Wall time,Step,loss,psnr
1764202945.2291427,0,0.017839806154370308,34.01104736328125
1764207869.004462,1,0.016697876155376434,34.497886657714844
1764212769.2542608,2,0.01607930287718773,34.95508575439453
1764217696.0659971,3,0.01672280579805374,34.62466049194336
1764222628.4439507,4,0.016344640403985977,34.7167854309082
1764227522.5899665,5,0.01615418680012226,34.83131408691406
1764232422.7321107,6,0.016266945749521255,34.79706573486328
1764237225.4056695,7,0.016340071335434914,34.83794403076172
1764335980.024131,8,0.0165163055062294,34.732505798339844
1764340797.1534398,9,0.016066908836364746,34.85811233520508
1764345546.7500916,10,0.015594204887747765,35.23895263671875
1764350339.909147,11,0.01628684438765049,34.88636016845703
1764355128.1060596,12,0.01595105417072773,34.94171905517578
1764359889.5289972,13,0.0157981775701046,35.03803253173828
1764364681.2913992,14,0.015924504026770592,35.005210876464844
1764369464.979821,15,0.016011487692594528,35.02842330932617
1764509673.9201238,16,0.016212956979870796,34.90974426269531
1764514489.99306,17,0.015772579237818718,35.03422927856445
1764519310.1056545,18,0.015312728472054005,35.40928268432617
1764524155.3160672,19,0.016001997515559196,35.05327224731445
1764528992.6128924,20,0.01569080539047718,35.09562301635742
1764533797.2838073,21,0.015557308681309223,35.182735443115234
1764538596.7312248,22,0.015700725838541985,35.1401481628418
1764543435.603095,23,0.01579027622938156,35.149600982666016
1764623586.270153,24,0.01601933315396309,35.02107620239258
1764628513.7916994,25,0.01559261605143547,35.14227294921875
1764633436.6201978,26,0.015141372568905354,35.513248443603516
1764638340.025801,27,0.015844004228711128,35.14469909667969
1764643207.509847,28,0.015525583177804947,35.192447662353516
1764647990.458595,29,0.015404358506202698,35.274635314941406
1764652740.580732,30,0.015552245080471039,35.22872543334961
1764657537.6541066,31,0.01564287580549717,35.23811721801758
1764689305.9205387,32,0.01588362455368042,35.09843826293945
1764693968.2006319,33,0.01545692328363657,35.22101593017578
1764698625.431123,34,0.015020092949271202,35.58622360229492
1764703300.2754307,35,0.015726467594504356,35.21889877319336
1764707997.3107295,36,0.01540595293045044,35.26156997680664
1764712645.9165816,37,0.015292750671505928,35.339744567871094
1764717300.0376139,38,0.01544601283967495,35.29035186767578
1764721991.5350857,39,0.01553354598581791,35.302764892578125
1764726645.8364065,40,0.01518165785819292,35.39222717285156
1764764408.4827683,41,0.015778908506035805,35.15949249267578
1764769113.4223578,42,0.015346048399806023,35.28644561767578
1764773810.0915854,43,0.01492040604352951,35.64512252807617
1764778501.6635137,44,0.015630871057510376,35.273399353027344
1764783218.8074634,45,0.015307828783988953,35.318382263183594
1764787916.5208683,46,0.015193663537502289,35.395057678222656
1764792608.7632113,47,0.015358527190983295,35.3425407409668
1764797334.2433493,48,0.01544190850108862,35.355857849121094
1764802034.3760705,49,0.015097927302122116,35.44152069091797
1764806493.3194969,49,0.01569538377225399,35.2103385925293
1764811211.431526,50,0.01527009904384613,35.33055877685547
1764815902.613464,51,0.014846927486360073,35.687164306640625
1764820597.9582984,52,0.015548967756330967,35.319705963134766
1764825347.2090843,53,0.01523012388497591,35.36235427856445
1764830078.0227034,54,0.015116163529455662,35.43803024291992
1764834799.1008909,55,0.015287253074347973,35.384315490722656
1764839600.782205,56,0.015367912128567696,35.396244049072266
1764844418.269407,57,0.015042785555124283,35.474449157714844
