epoch,duration_s,ms_per_step,steps_per_epoch
0,4990.67963051796,1155.24991447175,4320
1,4923.76930975914,1139.7614142960972,4320
2,4900.246697425842,1134.3163651448708,4320
3,4926.808446884155,1140.464918260221,4320
4,4932.374855041504,1141.7534386670147,4320
5,4894.141644477844,1132.9031584439454,4320
6,4900.138244867325,1134.2912603859547,4320
7,4802.670562028885,1111.7292967659455,4320
8,4935.850543260574,1142.557996125133,4320
9,4817.084329843521,1115.0658170934078,4320
10,4749.591557979584,1099.4424902730518,4320
11,4793.155759572983,1109.5267961974498,4320
12,4788.193692684174,1108.378169602818,4320
13,4761.418824195862,1102.1802833786717,4320
14,4791.759899377823,1109.203680411533,4320
15,4783.683327198029,1107.3341035180622,4320
16,4903.325061559677,1135.0289494351105,4320
17,4816.066571235657,1114.8302248230686,4320
18,4820.108594179153,1115.7658782822114,4320
19,4845.206968784332,1121.5756872185955,4320
20,4837.293667078018,1119.743904416208,4320
21,4804.667001962662,1112.191435639505,4320
22,4799.444221019745,1110.9824585693855,4320
23,4838.868641376495,1120.1084818001148,4320
24,5084.648142814636,1177.0018849107955,4320
25,4927.513517379761,1140.6281290230927,4320
26,4922.824544429779,1139.5427186180043,4320
27,4903.401659965515,1135.046680547573,4320
28,4867.480315446854,1126.7315545015865,4320
29,4782.945430278778,1107.1632940460133,4320
30,4750.1181383132935,1099.564383868818,4320
31,4797.069921016693,1110.4328520871975,4320
32,4774.011064529419,1105.0951538262543,4320
33,4662.27276802063,1079.229807412183,4320
34,4657.226769447327,1078.0617521868812,4320
35,4674.839673757553,1082.138813369804,4320
36,4697.031202554703,1087.2757413321071,4320
37,4648.60182762146,1076.065237875338,4320
38,4654.11702299118,1077.3419034701806,4320
39,4691.493963479996,1085.9939730277767,4320
40,4654.29681801796,1077.3835226893425,4320
41,4793.787355899811,1109.672999050882,4320
42,4704.931651830673,1089.1045490348781,4320
43,4696.666056632996,1087.1912168131935,4320
44,4691.567130565643,1086.0109098531582,4320
45,4717.14080619812,1091.9307421754909,4320
46,4697.7078149318695,1087.4323645675624,4320
47,4692.238511800766,1086.1663221761032,4320
48,4725.475400924683,1093.8600465103432,4320
49,4700.1281480789185,1087.99262687012,4320
49,4800.917066812515,1111.3233950954896,4320
50,4718.104165792465,1092.1537420815891,4320
51,4691.178004980087,1085.9208344861313,4320
52,4695.340954065323,1086.8844801077137,4320
53,4749.246882677078,1099.3627043233978,4320
54,4730.809121608734,1095.094704076096,4320
55,4721.073979377747,1092.841198930034,4320
56,4801.677088499069,1111.4993260414512,4320
57,4817.483138084412,1115.158133815836,4320
