index,filename,psnr_y,ssim_y,msssim_y,mse_y
0,0801.png#patch0000,36.96940612792969,0.9437888860702515,0.9804638624191284,0.00020093667262699455
1,0801.png#patch0001,36.44205093383789,0.9358293414115906,0.9797379374504089,0.0002268793323310092
2,0801.png#patch0002,36.80564880371094,0.947435736656189,0.9816113710403442,0.00020865800615865737
3,0801.png#patch0003,29.70743179321289,0.9129124283790588,0.9777278900146484,0.0010696869576349854
4,0801.png#patch0004,38.89928436279297,0.9636013507843018,0.9892095923423767,0.00012884606258012354
5,0801.png#patch0005,40.916751861572266,0.9694550037384033,0.9905490279197693,8.097013051155955e-05
6,0801.png#patch0006,37.64393615722656,0.9554439783096313,0.9855285286903381,0.00017203086463268846
7,0801.png#patch0007,29.349624633789062,0.8045674562454224,0.9400436878204346,0.0011615483090281487
8,0801.png#patch0008,30.685251235961914,0.8533287048339844,0.954107940196991,0.0008540335111320019
9,0801.png#patch0009,32.820960998535156,0.9080319404602051,0.9729190468788147,0.0005222804611548781
10,0801.png#patch0010,28.334474563598633,0.8062120079994202,0.9480494260787964,0.0014674130361527205
11,0801.png#patch0011,36.71821975708008,0.9442757368087769,0.9810078144073486,0.00021290109725669026
12,0801.png#patch0012,36.077152252197266,0.9502980709075928,0.983934760093689,0.00024676552857272327
13,0801.png#patch0013,32.17821502685547,0.8959270119667053,0.9672436118125916,0.000605589768383652
14,0801.png#patch0014,25.393295288085938,0.6173470616340637,0.873572587966919,0.002888486720621586
15,0801.png#patch0015,27.151588439941406,0.6695178151130676,0.8905493021011353,0.001926819677464664
16,0801.png#patch0016,28.400182723999023,0.8043168783187866,0.9413993954658508,0.0014453786425292492
17,0801.png#patch0017,32.2999153137207,0.8879510760307312,0.9704971313476562,0.0005888548330403864
18,0801.png#patch0018,30.138999938964844,0.8331934809684753,0.9518719911575317,0.0009685006225481629
19,0801.png#patch0019,29.60458755493164,0.8252876400947571,0.9448196887969971,0.0010953203309327364
20,0801.png#patch0020,25.994848251342773,0.7005113363265991,0.9094524383544922,0.0025148680433630943
21,0801.png#patch0021,25.499248504638672,0.5103805661201477,0.8160774111747742,0.002818869426846504
22,0801.png#patch0022,24.807289123535156,0.5235345959663391,0.8486689925193787,0.003305757651105523
23,0801.png#patch0023,26.175098419189453,0.658926784992218,0.8949522376060486,0.002412625588476658
