epoch,duration_s,ms_per_step,steps_per_epoch
0,194.67012095451355,721.0004479796798,270
1,201.44509148597717,746.092931429545,270
2,202.29260301589966,749.2318630218506,270
3,201.4791717529297,746.2191546404803,270
4,202.24791145324707,749.0663387157299,270
5,202.00979685783386,748.1844328067921,270
6,142.8424723148346,529.0461937586466,270
7,123.25219130516052,456.48959742652045,270
8,107.12667417526245,396.76545990837946,270
9,108.66275596618652,402.45465172661676,270
10,139.3032078742981,515.9378069418448,270
11,107.3655412197113,397.65015266559743,270
12,107.46926927566528,398.03433065061216,270
13,106.37144041061401,393.96829781708897,270
14,106.49827027320862,394.4380380489208,270
15,107.78312039375305,399.19674219908535,270
16,106.46149682998657,394.3018401110614,270
17,107.73993945121765,399.0368127822876,270
18,107.86457657814026,399.49843177088985,270
19,111.59958219528198,413.33178590845176,270
20,134.8381154537201,499.4004276063707,270
21,106.0951156616211,392.9448728208189,270
22,140.32870411872864,519.7359411804764,270
23,107.1950535774231,397.01871695341885,270
24,108.01291084289551,400.04781793665,270
25,140.2169313430786,519.3219679373282,270
26,107.18057370185852,396.9650877846612,270
27,105.77289819717407,391.7514748043484,270
28,107.667635679245,398.7690210342407,270
29,107.2702112197876,397.2970785918059,270
30,106.10274147987366,392.97311659212465,270
31,140.03291368484497,518.6404210549814,270
32,113.49853372573853,420.3649397249575,270
33,134.94878149032593,499.81030181602193,270
34,106.2739462852478,393.60720846388074,270
35,141.72506880760193,524.9076622503775,270
36,107.66737461090088,398.7680541144477,270
37,106.25724077224731,393.54533619350855,270
38,107.34417390823364,397.57101447493943,270
39,106.30108880996704,393.70773633321124,270
40,141.1023564338684,522.6013201254385,270
41,106.66446232795715,395.0535641776191,270
42,105.86952352523804,392.1093463897705,270
43,108.61776757240295,402.28802804593687,270
44,139.05773496627808,515.0286480232521,270
45,141.14265036582947,522.7505569104795,270
46,106.06743597984314,392.8423554809005,270
47,105.89076972007751,392.18803600028707,270
48,105.77732706069946,391.7678780025906,270
49,142.0139877796173,525.9777325171011,270
50,105.04653334617615,389.0612346154672,270
51,140.8088617324829,521.5143027128996,270
52,107.04066753387451,396.4469167921278,270
53,139.08122515678406,515.1156487288298,270
54,142.07621240615845,526.2081940968832,270
55,107.7441930770874,399.05256695217554,270
56,138.68106603622437,513.6335779119421,270
57,110.36054277420044,408.7427510155572,270
58,108.06097555160522,400.2258353763157,270
59,139.84277892112732,517.9362182263975,270
