Wall time,epoch,loss,psnr_metric
1765497579.8891761,0,0.009830420836806297,inf
1765498370.9662504,1,0.008055769838392735,42.364688873291016
1765499157.6085045,2,0.0075666047632694244,42.96388244628906
1765499940.208935,3,0.00781659409403801,42.724246978759766
1765500721.012329,4,0.007632546126842499,42.89896774291992
1765501499.9926322,5,0.00737697584554553,43.1961555480957
1765502282.02555,6,0.007520024664700031,43.010684967041016
1765503022.370573,7,0.007549395319074392,43.0411262512207
1765503815.6940494,8,0.00714772567152977,43.435394287109375
1765504592.5324945,9,0.007226525340229273,43.2548713684082
1765505380.5102396,10,0.007110968232154846,43.45646667480469
1765506160.447021,11,0.006951989606022835,43.703025817871094
1765506936.2840009,12,0.007099999114871025,43.51634979248047
1765507700.653299,13,0.006978161633014679,43.587547302246094
1765508471.109167,14,0.006896736100316048,43.737464904785156
1765509232.985616,15,0.0070543610490858555,43.63032531738281
1765509995.0234091,16,0.0067510143853724,43.88658142089844
1765510758.4070535,17,0.006824770476669073,43.792667388916016
1765511520.3548014,18,0.006680798716843128,44.02516174316406
1765512286.3052828,19,0.006770618725568056,43.844825744628906
1765513049.6699502,20,0.006693405099213123,44.01156234741211
1765513814.6218026,21,0.006556889042258263,44.214229583740234
1765514577.2333715,22,0.006631543394178152,44.07381057739258
1765515306.543233,23,0.006392599083483219,44.32272720336914
1765516036.2816813,24,0.006640627048909664,44.04524230957031
1765516802.203434,25,0.006472283974289894,44.16773986816406
1765517567.3010206,26,0.0063176630064845085,44.381317138671875
1765518297.6498816,27,0.00651932880282402,44.21323013305664
1765519027.9478512,28,0.006417224649339914,44.48298263549805
1765519762.7801557,29,0.006522088311612606,44.17217254638672
1765520497.117533,30,0.006611503195017576,44.10509490966797
1765521270.4048226,31,0.006302713416516781,44.53097915649414
1765522004.803823,32,0.00648615974932909,44.3208122253418
1765522777.9264414,33,0.006541491951793432,44.18202590942383
1765523514.0640862,34,0.00652021961286664,44.2227668762207
1765524293.262086,35,0.006455619353801012,44.13685607910156
1765525068.4732502,36,0.00643297890201211,44.39693832397461
1765525804.122054,37,0.006423570681363344,44.27082061767578
1765526577.8090298,38,0.006372468546032906,44.43434524536133
1765527313.0340044,39,0.006455895956605673,44.273292541503906
1765528049.3352327,40,0.006409564521163702,44.447689056396484
1765528824.3631215,41,0.006375287193804979,44.408775329589844
1765529561.4480689,42,0.006306266877800226,44.41301345825195
1765530301.6893237,43,0.0062523335218429565,44.40195083618164
1765531083.1931386,44,0.0063135321252048016,44.439449310302734
,44.33058547973633
1765534068.1781354,45,0.006510630715638399,44.20429992675781
1765534847.1202607,46,0.006320876069366932,44.38798522949219
1765535591.3245533,47,0.006142643745988607,44.750919342041016
1765536324.0851226,48,0.006467824801802635,44.27513122558594
1765537100.5361898,49,0.006414320319890976,44.30412292480469
1765537828.636632,50,0.006250967737287283,44.55897521972656
1765538608.4650562,51,0.006392762064933777,44.336177825927734
1765539338.0320296,52,0.006430075503885746,44.35600280761719
1765540111.7906337,53,0.006188659928739071,44.63431930541992
1765540843.0817301,54,0.006285220384597778,44.38460922241211
1765541572.3048604,55,0.006242998875677586,44.51170349121094
1765542301.6405175,56,0.006129543762654066,44.72736358642578
1765543067.191138,57,0.006293702404946089,44.50191879272461
1765543840.040926,58,0.00624963641166687,44.4940185546875
1765544627.4694524,59,0.006196936592459679,44.65980529785156
