epoch,duration_s,ms_per_step,steps_per_epoch
0,843.8440997600555,3125.3485176298354,270
1,791.07568526268,2929.9099454173333,270
2,786.6407954692841,2913.484427664015,270
3,782.5989348888397,2898.5145736623695,270
4,780.8018169403076,2891.8585812603988,270
5,778.9787132740021,2885.106345459267,270
6,782.0314638614655,2896.412829116539,270
7,740.3435966968536,2742.0133210994577,270
8,793.32208776474,2938.2299546842223,270
9,776.8368399143219,2877.173481164155,270
10,787.9756543636322,2918.428349494934,270
11,779.9352488517761,2888.649069821393,270
12,775.835705280304,2873.465575112237,270
13,764.36767578125,2830.9913917824074,270
14,770.4545016288757,2853.535191218058,270
15,761.8750078678131,2821.759288399308,270
16,762.0363738536835,2822.3569401988275,270
17,763.3823523521423,2827.3420457486754,270
18,761.9447817802429,2822.017710297196,270
19,765.9491128921509,2836.8485662672256,270
20,763.3632619380951,2827.271340511463,270
21,764.9504909515381,2833.149966487178,270
22,762.6102457046509,2824.482391498707,270
23,729.3085794448853,2701.1428868329085,270
24,729.7371594905853,2702.730220335501,270
25,765.9205038547516,2836.7426068694504,270
26,765.0962927341461,2833.68997308943,270
27,730.3476176261902,2704.991176393297,270
28,730.2966995239258,2704.802590829355,270
29,734.8310317993164,2721.5964140715423,270
30,734.3362369537354,2719.76384056939,270
31,773.2857801914215,2864.021408116376,270
32,734.3976716995239,2719.9913766649033,270
33,773.1214265823364,2863.4126910456903,270
34,736.136072397232,2726.429897767526,270
35,779.1964964866638,2885.9129499506066,270
36,775.2096638679504,2871.146903214631,270
37,735.6457750797272,2724.613981776767,270
38,773.68585896492,2865.5031813515557,270
39,735.2233273983002,2723.049360734445,270
40,736.2997179031372,2727.0359922338416,270
41,775.0266587734222,2870.4691065682305,270
42,737.083256483078,2729.937986974363,270
43,740.2396366596222,2741.628283924527,270
44,781.5027003288269,2894.454445662322,270
36934,270
45,837.0905952453613,3100.3355379457826,270
46,778.9404833316803,2884.964753080297,270
47,744.2023940086365,2756.30516299495,270
48,732.7597134113312,2713.924864486412,270
49,776.4485425949097,2875.73534294411,270
50,728.098963022232,2696.662826008267,270
51,779.8250775337219,2888.241027902674,270
52,729.5655250549316,2702.0945372404876,270
53,773.7570841312408,2865.766978263855,270
54,731.2897293567657,2708.4804790991325,270
55,729.221524477005,2700.8204610259445,270
56,729.333868265152,2701.2365491301925,270
57,765.5474915504456,2835.361079816465,270
58,772.8463160991669,2862.3937633302476,270
59,787.4276909828186,2916.3988554919206,270
