epoch,steps_completed,steps_total,duration_s,ms_per_step,loss,psnr,val_loss,val_psnr
1,2160,2160,1197.0143563747406,554.173313136454,0.0180,33.9433,0.0152,36.1229
2,2160,2160,1150.5109651088715,532.6439653281813,0.0168,34.4620,0.0150,36.2355
3,2160,2160,1149.283349275589,532.0756246646246,0.0161,34.9260,0.0149,36.2608
4,2160,2160,1150.8785257339478,532.814132284235,0.0167,34.6332,0.0147,36.4477
5,2160,2160,1151.307545185089,533.0127524005043,0.0163,34.7312,0.0146,36.5375
6,2160,2160,1149.237666606903,532.0544752809736,0.0161,34.8576,0.0146,36.4937
7,2160,2160,1150.609387397766,532.6895312026695,0.0162,34.8375,0.0145,36.5509
8,2160,2160,1152.143296957016,533.399674517137,0.0163,34.8826,0.0144,36.6294
9,2160,2160,1152.2504737377167,533.4492933970911,0.0158,35.0191,0.0144,36.6398
10,2160,2160,1149.89151263237,532.3571817742454,0.0160,34.8780,0.0144,36.5919
11,2160,2160,1131.0338044166565,523.6267613040077,0.0158,35.1685,0.0143,36.7115
12,2160,2160,1134.5235924720764,525.2424039222576,0.0155,35.1760,0.0143,36.6915
13,2160,2160,1149.7077963352203,532.2721279329724,0.0158,35.0401,0.0142,36.6652
14,2160,2160,1150.0147106647491,532.4142179003468,0.0158,35.0683,0.0142,36.7556
15,2160,2160,1149.639624118805,532.240566721669,0.0157,35.1842,0.0142,36.7450
16,2160,2160,1146.6518023014069,530.8573158802809,0.0160,35.1541,0.0142,36.7300
17,2160,2160,1150.7121460437775,532.737104649897,0.0156,35.2522,0.0142,36.7714
18,2160,2160,1149.1545190811157,532.0159810560721,0.0158,35.1239,0.0141,36.7783
19,2160,2160,1146.7962567806244,530.9241929539928,0.0158,35.1567,0.0141,36.8001
20,2160,2160,1149.3944413661957,532.1270561880535,0.0158,34.9535,0.0141,36.8469
21,2160,2160,1147.8971161842346,531.4338500852938,0.0156,35.1777,0.0141,36.8677
22,2160,2160,1147.3962845802307,531.2019836019587,0.0156,35.2418,0.0141,36.8323
23,2160,2160,1149.54283618927,532.1957574950325,0.0155,35.3745,0.0140,36.8607
24,2160,2160,1151.3583705425262,533.036282658577,0.0152,35.3635,0.0140,36.8851
25,2160,2160,1150.1525967121124,532.4780540333854,0.0158,35.1703,0.0141,36.8195
26,2160,2160,1151.6392722129822,533.1663297282325,0.0153,35.3615,0.0140,36.8804
27,2160,2160,1145.7330222129822,530.4319547282325,0.0151,35.3950,0.0140,36.8695
28,2160,2160,1144.1193807125092,529.6848984780135,0.0156,35.1821,0.0140,36.9084
29,2160,2160,1143.8273367881775,529.5496929574896,0.0152,35.5617,0.0140,36.7478
30,2160,2160,1145.1331851482391,530.154252383444,0.0154,35.2710,0.0140,36.8954
31,2160,2160,1142.1831221580505,528.788482480579,0.0156,35.2460,0.0145,36.4803
32,2160,2160,1145.1485860347748,530.1613824235069,0.0151,35.5451,0.0139,36.9204
33,2160,2160,1142.413771390915,528.895264532831,0.0154,35.3704,0.0140,36.8802
34,2160,2160,1142.9492695331573,529.1431803394247,0.0155,35.2932,0.0140,36.8365
35,2160,2160,1142.2497837543488,528.8193443307171,0.0155,35.2029,0.0139,36.8889
