epoch,duration_s,ms_per_step,steps_per_epoch
0,153.63470697402954,569.0174332371464,270
1,141.02699398994446,522.3221999627573,270
2,142.1951675415039,526.6487686722367,270
3,141.29239773750305,523.3051768055668,270
4,143.86363625526428,532.8282824269047,270
5,140.84795498847961,521.6590925499245,270
6,140.2796492576599,519.5542565098515,270
7,89.37172746658325,331.0063980243824,270
8,86.58402609825134,320.68157814167165,270
9,89.66490912437439,332.0922560162014,270
10,89.36152935028076,330.9686272232621,270
11,89.76595950126648,332.46651667135734,270
12,143.77202987670898,532.4889995433666,2701013,60.283873081207275,223.2736040044714,2701114,82.47666501998901,305.469129703663,270
15,142.24461579322815,526.8319103452894,270
16,82.38336133956909,305.12356051692257,270
17,60.52684950828552,224.1735166973538,270
18,83.26351165771484,308.383376510055,270
19,78.1184651851654,289.32764883394594,270
20,141.60954451560974,524.4797945022583,270
21,63.62649869918823,235.65369888588233,270
22,63.46849799156189,235.06851107985884,270
23,142.48105883598328,527.7076253184566,270
24,61.56064200401306,228.00237779264097,270
25,65.6089289188385,242.9960330327352,270
26,141.4376540184021,523.8431630311189,270
27,62.07465600967407,229.90613336916323,270
28,65.48503184318542,242.53715497476082,270
29,89.90289950370789,332.97370186558476,270
30,139.89927506446838,518.1454632017347,270
31,62.18336510658264,230.30875965400978,270
32,64.46549654006958,238.761098296554,270
33,89.61896777153015,331.92210285751906,270
34,141.59482264518738,524.4252690562496,270
35,82.86145067214966,306.89426174870243,270
36,61.413896322250366,227.45887526759395,270
37,82.7014012336731,306.3014860506411,270
38,84.26352334022522,312.08712348231563,270
39,89.06475281715393,329.8694548783479,270
40,141.24681615829468,523.1363561418322,270
41,82.7208137512207,306.3733842637804,270
42,61.58535432815552,228.0939049190945,270
43,82.30525779724121,304.8342881379304,270
44,141.69120168685913,524.7822284698486,270
45,82.87391018867493,306.94040810620345,270
46,61.96273946762085,229.491627657855,270
47,44,145.31487274169922,538.2032323766638,248,74.65576696395874,276.5028406072546,270
49,87.8662576675415,325.4305839538574,270
50,143.3739242553711,531.0145342791521,270
51,81.88879108428955,303.291818830702,270
52,62.47563409805298,231.39123740019622,270
53,71.92928719520569,266.4047673896507,270
54,141.9653935432434,525.7977538638645,270
55,63.33427810668945,234.57140039514613,270
56,66.02499055862427,244.53700206897878,270
57,85.7125473022461,317.45387889720774,270
58,141.5402317047119,524.2230803878219,270
59,82.4229679107666,305.2702515213578,270
082691,270
57,141.38817238807678,523.6598977336178,270
58,61.72467660903931,228.60991336681224,270
59,67.62815523147583,250.47464900546603,270
