Wall time,epoch,loss,psnr_metric
1765496889.5278227,0,0.03429388627409935,inf
1765497030.556257,1,0.03232264146208763,30.64061737060547
1765497172.7532926,2,0.03161058574914932,31.052507400512695
1765497314.0471003,3,0.03273116797208786,30.635499954223633
1765497457.9123065,4,0.03216348588466644,30.787391662597656
1765497598.761804,5,0.03154880180954933,30.933326721191406
1765497739.0435083,6,0.03202930837869644,30.75092315673828
1765497828.4166672,7,0.03252081573009491,30.7882022857666
1765497915.0025246,8,0.03074915148317814,31.177011489868164
1765498004.6689935,9,0.031554028391838074,30.794870376586914
1765498094.0321946,10,0.031122002750635147,30.97022247314453
1765498183.7996686,11,0.030478056520223618,31.29235076904297
1765498327.573311,12,0.03123515099287033,30.911136627197266
1765498387.859266,13,0.03125680610537529,30.961345672607422
1765498470.337474,14,0.03082566149532795,31.235807418823242
1765498612.5842967,15,0.03176576644182205,30.9403133392334
1765498694.9692616,16,0.030382901430130005,31.188844680786133
1765498755.4976661,17,0.031077798455953598,31.041362762451172
1765498838.7646973,18,0.030606821179389954,31.284639358520508
1765498916.8849385,19,0.030935078859329224,31.044248580932617
1765499058.4959273,20,0.030832435935735703,31.18439292907715
1765499122.125265,21,0.030162030830979347,31.379261016845703
1765499185.5954363,22,0.03065507300198078,31.264883041381836
1765499328.078258,23,0.02986285649240017,31.457345962524414
1765499389.6405742,24,0.030849548056721687,31.169206619262695
1765499455.2509816,25,0.03013700246810913,31.289974212646484
1765499596.6901488,26,0.029710553586483,31.42507553100586
1765499658.7665079,27,0.030496986582875252,31.26683235168457
1765499724.2528408,28,0.030051369220018387,31.532730102539062
1765499814.159788,29,0.030506717041134834,31.246416091918945
1765499954.0617235,30,0.030794234946370125,31.18338394165039
1765500016.2467492,31,0.02981102280318737,31.54666519165039
1765500080.7140508,32,0.03035854734480381,31.400339126586914
1765500170.335656,33,0.030629556626081467,31.253921508789062
1765500311.9317322,34,0.03105500526726246,31.148983001708984
1765500394.7948787,35,0.03055824339389801,31.092021942138672
1765500456.2103696,36,0.030615519732236862,31.320341110229492
1765500538.9136283,37,0.030352313071489334,31.193004608154297
1765500623.1788528,38,0.03013572283089161,31.426240921020508
1765500712.2449872,39,0.030645225197076797,31.210351943969727
1765500853.4934387,40,0.030401865020394325,31.454113006591797
1765500936.2160647,41,0.030071601271629333,31.442241668701172
1765500997.8032384,42,0.030211398378014565,31.268815994262695
1765501080.110505,43,0.029934614896774292,31.241291046142578
1765501221.8030336,44,0.03019748628139496,31.36897850036621
1765501304.6786873,45,0.030488815158605576,31.364246368408203
1765501366.6431344,46,0.030173905193805695,31.392972946166992
176551765501410.4814787,44,0.0301813967525959,31.279228210449221765501524.3196766,48,0.029119856655597687,31.57994842529297
1765501612.1876972,49,0.02996988222002983,31.493680953979492
1765501755.5632515,50,0.030422687530517578,31.2233829498291
1765501837.4537106,51,0.029698971658945084,31.532472610473633
1765501899.9309351,52,0.03044961206614971,31.138198852539062
1765501971.8618615,53,0.030474776402115822,31.3267765045166
1765502113.8290167,54,0.029624946415424347,31.63973617553711
1765502177.165018,55,0.029982566833496094,31.52541160583496
1765502243.1917112,56,0.03002982959151268,31.532602310180664
1765502328.9059405,57,0.030051589012145996,31.318246841430664
1765502470.4475987,58,0.029873047024011612,31.4298095703125
1765502552.872209,59,0.029999544844031334,31.32080078125
68164
1765502565.9809334,57,0.02996845915913582,31.529813766479492
1765502627.7086565,58,0.030012205243110657,31.544763565063477
1765502695.3384674,59,0.03004102036356926,31.31934356689453
