Wall time,Step,loss,psnr
1764278157.19225,0,0.01776105910539627,34.055030822753906
1764280695.4174612,1,0.016657447442412376,34.52705001831055
1764283248.4615817,2,0.016042551025748253,34.97874450683594
1764285943.5508747,3,0.016688045114278793,34.63573455810547
1764288497.0906003,4,0.016309568658471107,34.736629486083984
1764291047.1370592,5,0.016123035922646523,34.844871520996094
1764293597.6730852,6,0.01623908057808876,34.816192626953125
1764296151.614452,7,0.01630977913737297,34.854942321777344
1764298705.7119987,8,0.015835365280508995,34.97887420654297
1764301263.890077,9,0.01609722338616848,34.81658935546875
1764303817.9522617,10,0.015837837010622025,35.11517333984375
1764306374.5275946,11,0.015641918405890465,35.10482406616211
1764308929.9684277,12,0.01590135134756565,34.961238861083984
1764311485.876122,13,0.01590897887945175,34.99702453613281
1764314045.4039197,14,0.01576934941112995,35.134361267089844
1764316605.572147,15,0.016079749912023544,35.09176254272461
1764331765.860776,16,0.016213059425354004,34.907875061035156
1764334387.694272,17,0.01577463559806347,35.03144073486328
1764337004.13384,18,0.015309927053749561,35.409149169921875
1764339625.1664164,19,0.016006508842110634,35.05189514160156
1764342245.6881325,20,0.01568535715341568,35.097618103027344
1764344865.7482665,21,0.01555145438760519,35.186771392822266
1764347483.9013593,22,0.015689685940742493,35.14295959472656
1764350104.4985785,23,0.015785621479153633,35.15884017944336
1764352723.5751228,24,0.015380329452455044,35.267967224121094
1764355344.6416235,25,0.015614233911037445,35.107303619384766
1764357966.7722898,26,0.01539627555757761,35.38351821899414
1764360587.7552981,27,0.015206965617835522,35.37005615234375
1764363207.7453191,28,0.015472291968762875,35.219913482666016
1764365830.078049,29,0.01551810372620821,35.23635482788086
1764368449.6542063,30,0.015393093228340149,35.36097717285156
1764371068.8516078,31,0.01572415605187416,35.306663513183594
1764507309.6609464,32,0.015881111845374107,35.103004455566406
1764509938.6352286,33,0.015450716018676758,35.224430084228516
1764512566.647439,34,0.015021913684904575,35.58738708496094
1764515196.7135463,35,0.015724174678325653,35.224735260009766
1764517827.3002055,36,0.015410308726131916,35.25924301147461
1764520456.394126,37,0.015289158560335636,35.34196090698242
1764523085.5466049,38,0.015447157435119152,35.2914924621582
1764525716.6169913,39,0.015541973523795605,35.3016471862793
1764528345.4332333,40,0.015166089870035648,35.40120315551758
1764530974.7884219,41,0.015402110293507576,35.234954833984375
1764533605.1948738,42,0.015187086537480354,35.5087890625
1764536233.0205383,43,0.015011472627520561,35.4879035949707
1764538864.1147768,44,0.015281283296644688,35.33328628540039
1764541495.4995787,45,0.015325401909649372,35.349082946777344
1764544125.3275974,46,0.01521400734782219,35.46744155883789
1764546754.185641,47,0.015565263107419014,35.39732360839844
1764596937.3797038,48,0.015716521069407463,35.20035934448242
1764599511.619989,49,0.015286021865904331,35.321083068847656
1764602136.242392,50,0.014867224730551243,35.67767333984375
1764604737.4558637,51,0.015563689172267914,35.31930923461914
1764607397.329678,52,0.015260282903909683,35.34827423095703
1764610068.2380795,53,0.015151673927903175,35.417633056640625
1764612690.875707,54,0.015309911221265793,35.37339782714844
1764615302.5337112,55,0.015398131683468819,35.37883377075195
1764617904.531018,56,0.01504199393093586,35.47584533691406
1764620557.4122202,57,0.01527478452771902,35.31110763549805
1764623225.424412,58,0.015059552155435085,35.580360412597656
1764625889.189413,59,0.014896792359650135,35.55744934082031
1764628558.8474774,60,0.015158086083829403,35.40537643432617
1764631229.5196087,61,0.015208638273179531,35.416114807128906
1764633898.1788623,62,0.015097360126674175,35.53634262084961
1764636566.3662448,63,0.015430261380970478,35.47574996948242
