epoch,steps_completed,steps_total,duration_s,ms_per_step,loss,psnr,val_loss,val_psnr
1.0,720.0,720.0,507.0,704.0,0.0183,33.8144,,
2.0,720.0,720.0,468.0,650.0,0.0169,34.3713,,
3.0,720.0,720.0,468.0,649.0,0.0162,34.9156,,
4.0,720.0,720.0,540.0,750.0,0.0167,34.648,0.0147,36.4474
5.0,720.0,720.0,467.0,649.0,0.0163,34.7689,,
6.0,720.0,720.0,468.0,650.0,0.0161,34.893,,
7.0,720.0,720.0,468.0,650.0,0.0162,34.8803,,
8.0,720.0,720.0,539.0,749.0,0.0162,34.917,0.0145,36.5862
9.0,720.0,720.0,468.0,650.0,0.0157,35.0521,,
10.0,720.0,720.0,468.0,649.0,0.016,34.9153,,
11.0,720.0,720.0,468.0,650.0,0.0157,35.2029,,
12.0,720.0,720.0,539.0,749.0,0.0155,35.1927,0.0142,36.7033
13.0,720.0,720.0,468.0,650.0,0.0157,35.0705,,
14.0,720.0,720.0,467.0,649.0,0.0158,35.1003,,
15.0,720.0,720.0,468.0,649.0,0.0156,35.2138,,
16.0,720.0,720.0,539.0,749.0,0.016,35.1714,0.0142,36.777
17.0,720.0,720.0,468.0,650.0,0.0155,35.2622,,
18.0,720.0,720.0,468.0,650.0,0.0158,35.1258,,
19.0,720.0,720.0,468.0,650.0,0.0157,35.1691,,
20.0,720.0,720.0,540.0,749.0,0.0158,34.9615,0.0141,36.8211
21.0,720.0,720.0,468.0,649.0,0.0156,35.2017,,
22.0,720.0,720.0,468.0,649.0,0.0156,35.259,,
23.0,720.0,720.0,468.0,650.0,0.0155,35.3882,,
24.0,720.0,720.0,540.0,750.0,0.0152,35.38,0.0141,36.8259
25.0,720.0,720.0,468.0,650.0,0.0158,35.1685,,
26.0,720.0,720.0,468.0,650.0,0.0153,35.3569,,
27.0,720.0,720.0,468.0,650.0,0.0151,35.4034,,
28.0,720.0,720.0,540.0,750.0,0.0156,35.1933,0.014,36.8896
29.0,720.0,720.0,468.0,650.0,0.0152,35.5728,,
30.0,720.0,720.0,468.0,649.0,0.0154,35.2525,,
31.0,720.0,720.0,468.0,649.0,0.0156,35.2561,,
32.0,720.0,720.0,540.0,749.0,0.0151,35.5438,0.014,36.8419
33.0,720.0,720.0,468.0,650.0,0.0154,35.3679,,
34.0,720.0,720.0,468.0,650.0,0.0155,35.2952,,
35.0,720.0,720.0,468.0,650.0,0.0155,35.2043,,
36.0,720.0,720.0,540.0,750.0,0.0156,35.1421,0.0139,36.922
37.0,720.0,720.0,468.0,651.0,0.0154,35.3904,,
38.0,720.0,720.0,468.0,650.0,0.0155,35.3021,,
39.0,720.0,720.0,468.0,651.0,0.0151,35.5153,,
40.0,720.0,720.0,539.0,748.0,0.0153,35.4749,0.014,36.9222
41.0,720.0,720.0,468.0,650.0,0.0154,35.3406,,
42.0,720.0,720.0,468.0,649.0,0.0154,35.3866,,
43.0,720.0,720.0,468.0,651.0,0.0152,35.499,,
44.0,720.0,720.0,540.0,750.0,0.015,35.3969,0.0139,37.0042
45.0,720.0,720.0,468.0,650.0,0.0153,35.395,,
46.0,720.0,720.0,468.0,650.0,0.0154,35.2988,,
47.0,720.0,720.0,468.0,650.0,0.0152,35.5321,,
48.0,720.0,720.0,539.0,749.0,0.0152,35.5343,0.0139,36.9679
49.0,720.0,720.0,468.0,651.0,0.015,35.5087,,
50.0,720.0,720.0,468.0,650.0,0.0152,35.4938,,
51.0,720.0,720.0,468.0,650.0,0.0152,35.472,,
52.0,720.0,720.0,539.0,749.0,0.015,35.5662,0.0139,36.9539
53.0,720.0,720.0,468.0,650.0,0.0154,35.3232,,
54.0,720.0,720.0,468.0,650.0,0.0155,35.3327,,
55.0,720.0,720.0,468.0,650.0,0.0149,35.6548,,
56.0,720.0,720.0,540.0,750.0,0.015,35.5689,0.0138,37.0551
57.0,720.0,720.0,468.0,650.0,0.015,35.5458,,
58.0,720.0,720.0,468.0,650.0,0.0153,35.275,,
59.0,720.0,720.0,468.0,650.0,0.0151,35.5268,,
60.0,720.0,720.0,539.0,749.0,0.0152,35.4674,0.0138,37.0133
61.0,720.0,720.0,468.0,650.0,0.0151,35.3949,,
62.0,720.0,720.0,468.0,650.0,0.0152,35.3237,,
63.0,720.0,720.0,468.0,650.0,0.0151,35.524,,
64.0,720.0,720.0,540.0,750.0,0.0153,35.5115,0.0137,37.0544
65.0,720.0,720.0,469.0,651.0,0.0153,35.2977,,
66.0,720.0,720.0,468.0,650.0,0.0149,35.768,,
67.0,720.0,720.0,468.0,650.0,0.0152,35.3083,,
68.0,720.0,720.0,539.0,749.0,0.0152,35.4883,0.0138,36.9683
69.0,720.0,720.0,468.0,650.0,0.0153,35.5091,,
70.0,720.0,720.0,468.0,649.0,0.0157,35.0788,,
71.0,720.0,720.0,468.0,650.0,0.0149,35.6908,,
72.0,720.0,720.0,539.0,749.0,0.0151,35.5075,0.0137,37.0601
73.0,720.0,720.0,468.0,650.0,0.0149,35.6015,,
74.0,720.0,720.0,468.0,650.0,0.0152,35.532,,
75.0,720.0,720.0,468.0,650.0,0.0147,35.753,,
76.0,720.0,720.0,540.0,750.0,0.0151,35.4714,0.0137,37.0032
77.0,720.0,720.0,468.0,651.0,0.015,35.6071,,
78.0,720.0,720.0,468.0,650.0,0.0153,35.4498,,
79.0,720.0,720.0,468.0,650.0,0.0151,35.5101,,
80.0,720.0,720.0,539.0,749.0,0.015,35.5786,0.0138,37.0206
81.0,720.0,720.0,468.0,650.0,0.0151,35.4673,,
82.0,720.0,720.0,468.0,650.0,0.015,35.438,,
83.0,720.0,720.0,468.0,650.0,0.0151,35.4644,,
84.0,720.0,720.0,539.0,749.0,0.0153,35.4861,0.0137,37.0169
85.0,720.0,720.0,469.0,651.0,0.0152,35.4863,,
86.0,720.0,720.0,469.0,651.0,0.0151,35.4059,,
87.0,720.0,720.0,468.0,650.0,0.0149,35.6046,,
88.0,720.0,720.0,540.0,750.0,0.015,35.5541,0.0136,37.1478
